,Treebank,kpv_ikdp-ud-test_Case=Adp,kpv_lattice-ud-test_Case=Adp
0,el_gud-ud-train_Case=Voc,11.080513425729773,10.935721283939161
1,el_gud-ud-test_Case=Voc,13.243447016879287,13.103053079339944
2,fa_seraji-ud-dev_Case=Voc,1.3743685418725535,1.5132745950421556
3,fa_seraji-ud-test_Case=Voc,1.3743685418725535,1.5132745950421556
4,fa_seraji-ud-train_Case=Voc,1.3743685418725535,1.5132745950421556
5,sga_dipsgg-ud-test_Case=Voc,1.3743685418725535,1.5132745950421556
6,pl_pdb-ud-test_Case=Voc,5.235064058023548,5.117417237598813
7,pl_pdb-ud-train_Case=Voc,5.436407131341831,5.308043950318459
8,pl_pdb-ud-dev_Case=Voc,3.3209770985191827,3.1984371183438953
9,uk_iu-ud-dev_Case=Voc,1.3743685418725535,1.5132745950421556
10,uk_iu-ud-train_Case=Voc,40.7294597176158,40.57326706096023
11,uk_iu-ud-test_Case=Voc,1.3743685418725535,1.5132745950421556
12,sa_vedic-ud-test_Case=Voc,346.02055173388504,345.88016710994
13,sa_vedic-ud-train_Case=Voc,158.11646614672432,157.97637091449158
14,sa_vedic-ud-dev_Case=Voc,414.0042941269517,413.86482092586704
15,kmr_mg-ud-test_Case=Voc,1.3743685418725535,1.5132745950421556
16,hr_set-ud-dev_Case=Voc,1.3743685418725535,1.5132745950421556
17,hr_set-ud-train_Case=Voc,32.846444082866704,32.69082440073973
18,hr_set-ud-test_Case=Voc,1.3743685418725535,1.5132745950421556
19,orv_rnc-ud-dev_Case=Voc,1.3743685418725535,1.5132745950421556
20,orv_rnc-ud-train_Case=Voc,58.71210361681065,58.59030067624958
21,orv_rnc-ud-test_Case=Voc,11.262647212011137,11.142934981413111
22,cpg_tuecl-ud-test_Case=Voc,24.30820620467271,24.16381592381468
23,la_circse-ud-test_Case=Voc,51.927299606704416,51.78117418521909
24,grc_perseus-ud-dev_Case=Voc,1.3743685418725535,1.5132745950421556
25,grc_perseus-ud-train_Case=Voc,1.3743685418725535,1.5132745950421556
26,grc_perseus-ud-test_Case=Voc,1.3743685418725535,1.5132745950421556
27,qpm_philotis-ud-train_Case=Voc,88.1942300959775,88.0618532623519
28,qpm_philotis-ud-dev_Case=Voc,1.3743685418725535,1.5132745950421556
29,qpm_philotis-ud-test_Case=Voc,1.3743685418725535,1.5132745950421556
30,la_perseus-ud-test_Case=Voc,1.3743685418725535,1.5132745950421556
31,la_perseus-ud-train_Case=Voc,1.3743685418725535,1.5132745950421556
32,sk_snk-ud-train_Case=Voc,1.3743685418725535,1.5132745950421556
33,lt_hse-ud-train_Case=Voc,1.3743685418725535,1.5132745950421556
34,ess_sli-ud-test_Case=Voc,1.3743685418725535,1.5132745950421556
35,hit_hittb-ud-test_Case=Voc,1.3743685418725535,1.5132745950421556
36,sa_ufal-ud-test_Case=Voc,1.3743685418725535,1.5132745950421556
37,be_hse-ud-train_Case=Voc,1.3743685418725535,1.5132745950421556
38,be_hse-ud-dev_Case=Voc,1.3743685418725535,1.5132745950421556
39,be_hse-ud-test_Case=Voc,1.3743685418725535,1.5132745950421556
40,cs_pud-ud-test_Case=Voc,1.3743685418725535,1.5132745950421556
41,orv_ruthenian-ud-test_Case=Voc,5.359311730271176,5.223983154643591
42,orv_ruthenian-ud-train_Case=Voc,7.086763875156433,6.949100661236676
43,orv_ruthenian-ud-dev_Case=Voc,1.3743685418725535,1.5132745950421556
44,ml_ufal-ud-test_Case=Voc,1.3743685418725535,1.5132745950421556
45,egy_ujaen-ud-test_Case=Voc,1.3743685418725535,1.5132745950421556
