,Treebank,hu_szeged-ud-dev_Case=All,hu_szeged-ud-test_Case=All,hu_szeged-ud-train_Case=All,fi_ood-ud-test_Case=All,ess_sli-ud-test_Case=All,hit_hittb-ud-test_Case=All,et_ewt-ud-train_Case=All,et_ewt-ud-test_Case=All,et_ewt-ud-dev_Case=All,ml_ufal-ud-test_Case=All,egy_ujaen-ud-test_Case=All,olo_kkpp-ud-test_Case=All,olo_kkpp-ud-train_Case=All,vep_vwt-ud-test_Case=All,fi_tdt-ud-train_Case=All,fi_tdt-ud-test_Case=All,fi_tdt-ud-dev_Case=All,tpn_tudet-ud-test_Case=All,fi_pud-ud-test_Case=All,et_edt-ud-dev_Case=All,et_edt-ud-train_Case=All,et_edt-ud-test_Case=All,wbp_ufal-ud-test_Case=All,arr_tudet-ud-test_Case=All,gn_oldtudet-ud-test_Case=All,eu_bdt-ud-train_Case=All,eu_bdt-ud-test_Case=All,eu_bdt-ud-dev_Case=All,fi_ftb-ud-dev_Case=All,fi_ftb-ud-train_Case=All,fi_ftb-ud-test_Case=All,eme_tudet-ud-test_Case=All,aqz_tudet-ud-test_Case=All,gu_gujtb-ud-test_Case=All
0,hu_szeged-ud-dev_Case=Ela,0.25659149085822375,0.19812349207986907,0.18627847258383953,0.44375246478206687,40.60767414437365,0.10112587531821468,0.33547124097280484,0.40937605456184806,0.3274789912610257,3.677463793998846,1.0827689526491961,0.3387635296358556,0.6550918726238282,0.2000405770054287,0.6956130526394805,0.7096967592132447,0.33668983824511406,0.905282139428468,0.5997591703457021,0.40185023255530583,0.44610730477835064,0.5193259488772366,0.10112587531821468,0.6550918726238282,0.6550918726238282,0.4880543378819534,0.5356580925266575,0.6106220973992987,1.0827689526491961,1.0827689526491961,1.0827689526491961,0.32842108459255775,1.6078354033400877,0.10112587531821468
1,hu_szeged-ud-test_Case=Ela,0.18233938548539072,0.14880476182856897,0.11750724857483895,0.3900642476776312,40.56070280758087,0.16659862556700852,0.28897806052619557,0.35640601179926135,0.2870236482798427,3.6291338146860825,1.146066921150376,0.31399578770622194,0.6204014500173847,0.18120283419467093,0.6387289844025381,0.6503259042646241,0.2906775517847282,0.8456102467108613,0.5428542747101402,0.3501243828014901,0.39257203219777365,0.468324834831662,0.16659862556700852,0.6204014500173847,0.6204014500173847,0.4376737402537214,0.4914722256220952,0.5649096544872962,1.146066921150376,1.146066921150376,1.146066921150376,0.2984128152721019,1.55256920986587,0.16659862556700852
2,hu_szeged-ud-train_Case=Ela,0.1583012508044147,0.16001464407663454,0.10595705570414106,0.3248960154655433,40.488420187902726,0.27216552697590873,0.2281164459816755,0.2866768110768604,0.22023689474936425,3.5560515527059846,1.2450962012087863,0.30490043421165636,0.579636813857467,0.2026282336156565,0.5607756216694998,0.5694274430314633,0.23019170497637229,0.7884751877472883,0.4697454792282836,0.29066509581440225,0.3288528562374021,0.3997779586959356,0.27216552697590873,0.579636813857467,0.579636813857467,0.3741095961411315,0.42668847510839514,0.48708989065765457,1.2450962012087863,1.2450962012087863,1.2450962012087863,0.2816855895999898,1.4674601028440781,0.27216552697590873
3,fi_ood-ud-test_Case=Ela,0.8653556682157107,0.9130045038998856,0.9107605330748278,0.6052281860721722,39.90629419883532,1.1201926861291118,0.7226003374328296,0.6821981269196318,0.7326797814906916,2.7419527180367957,2.068522117325686,0.8718667287448705,0.8336374598926064,0.9314251866228362,0.36941126092310794,0.3869537821220069,0.7156677296997161,0.6875530469090911,0.4913277396991683,0.6694666744766126,0.6111172103321637,0.536389677205784,1.1201926861291118,0.8618907158990422,0.8514056226597732,0.6941122570884811,0.7210328131157376,0.6092716905990391,2.068522117325686,2.068522117325686,2.068522117325686,0.8844982739413778,0.8947374040107033,1.1201926861291118
4,et_ewt-ud-train_Case=Ela,0.5147646726122865,0.5630447844291931,0.5532559316333572,0.260043377722688,40.13408709140862,0.763760760418742,0.3525299375256595,0.3151984294636467,0.3590586325191899,3.0902524921898182,1.731320857985841,0.5294338448995416,0.5451011034295644,0.5732411980109712,0.09333289114182755,0.13884596978196195,0.3528262882064818,0.5435546994338538,0.20134435914388404,0.3139143496591158,0.2618992766911419,0.19872615201025426,0.763760760418742,0.6134001891788982,0.6120263804781672,0.37064309246914046,0.40875060321575574,0.3172958779424146,1.731320857985841,1.731320857985841,1.731320857985841,0.5248811079513748,1.062090778436342,0.763760760418742
5,et_ewt-ud-test_Case=Ela,0.5087948879410993,0.5643297379149869,0.5535017458582352,0.2816409812582345,40.134446317506885,0.7754788325534144,0.3844670474333094,0.34870311251843367,0.3876345180854237,3.081869423560372,1.7364217584408124,0.5879957785421395,0.5705307623370447,0.6096192409792551,0.1492590807719436,0.1153181351940217,0.3732640471820693,0.567163056931927,0.23907109269409424,0.35597746103381755,0.2982203267322644,0.2405413719785616,0.7754788325534144,0.628069158623689,0.6280691586236891,0.4011022666740094,0.4434052650632365,0.3560848075688664,1.7364217584408124,1.7364217584408124,1.7364217584408124,0.5462785712368959,1.072730225074221,0.7754788325534144
6,et_ewt-ud-dev_Case=Ela,0.5543010892848014,0.6012399950463952,0.595661621368858,0.299911861915027,40.116292391624604,0.8063799251291472,0.4059433008664519,0.37874851009505345,0.4128571777242042,3.0311520899244626,1.7642602345031582,0.5943577320463589,0.5677073140307225,0.6301258759117762,0.12809916898665685,0.15789136383970084,0.4016844881952515,0.5581567040105622,0.23824114426492135,0.3704334222767799,0.31181393051748535,0.24141096962084613,0.8063799251291472,0.6473529083524415,0.6473529083524414,0.42478714168250176,0.46717995966187764,0.3732548341813532,1.7642602345031582,1.7642602345031582,1.7642602345031582,0.565622647644881,1.0487469896627675,0.8063799251291472
7,egy_ujaen-ud-test_Case=Ela,1.29172958692549,1.2216165268919335,1.2334468765583195,1.4885496183206106,41.43669871020132,1.0,1.3930450983353315,1.4619432297123496,1.3878741802897074,4.58257569495584,0.0,1.3016200966614866,1.5811388300841898,1.2092238098144703,1.734535185874498,1.7503098632872058,1.3901779182917564,1.9002923751652299,1.6361461644880222,1.4444051062310876,1.487667600355589,1.5561603904098478,1.0,1.5811388300841898,1.5811388300841898,1.5255948231765961,1.5624731402650052,1.6540550354272934,0.0,0.0,0.0,1.3166487815058465,2.634059909139933,1.0
8,olo_kkpp-ud-test_Case=Ela,0.2421379480482556,0.284222294912222,0.265522258409003,0.21404625044316802,40.38050314215519,0.45175395145262554,0.17712997670963254,0.14233313782687607,0.20030927858480999,3.424600875498134,1.4021363680319483,0.20286362794562737,0.5684445898244439,0.25125535158615087,0.38747656735494224,0.4175784830808926,0.1958952994112887,0.7166627115853529,0.32928123480112675,0.1292818985523948,0.17912543691142124,0.2578828082986382,0.45175395145262554,0.5684445898244439,0.5684445898244439,0.3142616896104156,0.3886279098705517,0.4132576964530444,1.4021363680319483,1.4021363680319483,1.4021363680319483,0.3540066616914191,1.3547970071981357,0.45175395145262554
9,olo_kkpp-ud-train_Case=Ela,0.3201992971410781,0.2525381361380526,0.2554424522554568,0.5188594036020282,40.66939881532551,0.0,0.4135739305083116,0.48805270012001417,0.41099049492265494,3.7416573867739413,1.0,0.385694607919935,0.7071067811865476,0.2494438257849294,0.7724230274778555,0.7882942006460393,0.4151634935508502,0.97182531580755,0.672122791120522,0.47461381660835733,0.5196223649859801,0.5933548207347986,0.0,0.7071067811865476,0.7071067811865476,0.5592645240894408,0.6071202857114182,0.6889388934884743,1.0,1.0,1.0,0.3812200410828154,1.681416216713506,0.0
10,mdf_jr-ud-test_Case=Ela,19.557414570868204,19.62061511306325,19.60772581573722,19.384537890501516,30.41929212413289,19.8158185969358,19.463151660578067,19.40411144587259,19.469185193186515,17.26267650163207,20.728402414722332,19.56566960257801,19.352002480363627,19.631493971564048,19.173687656270754,19.161092997119916,19.468994746464908,19.045267712012404,19.259445047062442,19.421994458687177,19.38570777928976,19.329107294023405,19.8158185969358,19.34338818993887,19.360612937955587,19.344334956052936,19.31788591573735,19.232734080790088,20.728402414722332,20.728402414722332,20.728402414722332,19.542518635070458,18.40122110816575,19.8158185969358
11,mdf_jr-ud-train_Case=Ela,1.29172958692549,1.2216165268919335,1.2334468765583195,1.4885496183206106,41.43669871020132,1.0,1.3930450983353315,1.4619432297123496,1.3878741802897074,4.58257569495584,0.0,1.3016200966614866,1.5811388300841898,1.2092238098144703,1.734535185874498,1.7503098632872058,1.3901779182917564,1.9002923751652299,1.6361461644880222,1.4444051062310876,1.487667600355589,1.5561603904098478,1.0,1.5811388300841898,1.5811388300841898,1.5255948231765961,1.5624731402650052,1.6540550354272934,0.0,0.0,0.0,1.3166487815058465,2.634059909139933,1.0
12,vep_vwt-ud-test_Case=Ela,0.37135555520310515,0.43448303787844433,0.41026945030416023,0.3537387612922899,40.291128055689875,0.6123724356957945,0.3353351249065534,0.336445297328461,0.3416558515485302,3.3726843908080104,1.541103500742244,0.5010319928420137,0.3535533905932738,0.4870546398734153,0.44113973765830417,0.43230074860954004,0.359488624863968,0.565194165260439,0.42201942810135207,0.3650861373317478,0.36627685464038984,0.391352654023151,0.6123724356957945,0.6123724356957945,0.6123724356957945,0.4053595901761843,0.4451297517216397,0.4483170198782048,1.541103500742244,1.541103500742244,1.541103500742244,0.32949053680011875,1.239150445733081,0.6123724356957945
13,fi_tdt-ud-train_Case=Ela,1.1254196775025989,1.1710297413175215,1.1704442089451317,0.8646697681148606,39.74571487631837,1.3773675690615153,0.979750558078764,0.9354389513698981,0.9901092375598081,2.527690976708648,2.3139522010695543,1.115408179727911,1.0704305033681896,1.1842793005040828,0.6170377917727439,0.6246849718555979,0.9696321081388247,0.8800750027527251,0.7336039721308536,0.9220673340080898,0.8639676556146453,0.7867387950911492,1.3773675690615153,1.0809832265286654,1.080250335210641,0.9407277111867536,0.9591831546462547,0.8430503301520975,2.3139522010695543,2.3139522010695543,2.3139522010695543,1.1441462100575095,0.8781991491935716,1.3773675690615153
14,fi_tdt-ud-test_Case=Ela,0.9533455016599582,0.9970453949999915,0.9969628950512193,0.6918258266805428,39.86031441832018,1.202592211576206,0.8077110595762068,0.7716242414707709,0.8171785468104965,2.65917807364301,2.1435170928508476,0.9622651749976051,0.9147967136712669,1.0178675828577304,0.4518827544992755,0.4560064654858612,0.794997340413763,0.7595198407249552,0.56667359703738,0.7568870189365784,0.695194867641397,0.6155230481524537,1.202592211576206,0.93381436985289,0.9317204663115166,0.7764909012385249,0.7979336242232583,0.6830397626023424,2.1435170928508476,2.1435170928508476,2.1435170928508476,0.9711432680438729,0.8984668540561621,1.202592211576206
15,fi_tdt-ud-dev_Case=Ela,1.086482874724677,1.1348693844774471,1.1329395935479112,0.8306569421618886,39.764056595946855,1.3433656817130493,0.9446164168637998,0.897125603365831,0.9559050850461137,2.5745214636062115,2.2829522933712147,1.0786997953673756,1.0340876351438049,1.1490201226196863,0.5798325173518818,0.5849702363295803,0.9353207463320665,0.8461047780730652,0.698690740301755,0.8856994276163379,0.8286242886254486,0.7534839662469596,1.3433656817130493,1.0492909250070273,1.0492909250070273,0.9064756919478594,0.9265749194972658,0.8119588179272094,2.2829522933712147,2.2829522933712147,2.2829522933712147,1.1077196636967457,0.8743694091826874,1.3433656817130493
16,myv_jr-ud-test_Case=Ela,0.6283909894088109,0.6896041959479537,0.6726591535790258,0.4982011354647502,40.025875905747505,0.8812629433036954,0.5499867994504225,0.5061918005389439,0.5554891639896551,3.129893323801556,1.8503197558178164,0.690062928185711,0.6658010527980253,0.6998764102463928,0.4297271785114787,0.41770328333658435,0.5565281206223034,0.5165466616595878,0.45126800087977215,0.5283575220469854,0.5039231486480287,0.4827002370731996,0.8812629433036954,0.5958655450597155,0.673123289951838,0.4140019542017795,0.4024614388845069,0.3482079965982007,1.8503197558178164,1.8503197558178164,1.8503197558178164,0.6579592837475496,0.9957833265011043,0.8812629433036954
17,myv_jr-ud-train_Case=Ela,1.1874429886715265,1.2449489785463796,1.231738881003472,1.0315789366386383,39.666394556889806,1.4322808982279183,1.0954883546993133,1.0501095987648903,1.1017993150325014,2.837503933288652,2.383275057562597,1.217910417528304,1.0928337999374447,1.254831930819094,0.8810891957460961,0.8732881749846937,1.101861336060259,0.8539357992298657,0.9389121344143929,1.066463400426948,1.035339742073304,0.9924349279153611,1.4322808982279183,1.0323343865794097,1.112269237704099,0.9697040955227367,0.9521119257967481,0.8763684227229647,2.383275057562597,2.383275057562597,2.383275057562597,1.1846856039588671,0.8295256926578833,1.4322808982279183
18,kpv_ikdp-ud-test_Case=Ela,2.87944557774108,2.946663049833099,2.9341285751543147,2.6881142243682246,38.42742076521227,3.1622776601683795,2.7811590172676977,2.7220303563194164,2.7876253217549847,2.1602468994692865,4.123105625617661,2.917601188342039,2.70801280154532,2.9732137494637008,2.4614944401329697,2.4383746195613445,2.7799129989862816,2.4037008503093262,2.5600490519608687,2.738358412311606,2.6928635899752016,2.6309000666464946,3.1622776601683795,2.6457513110645907,2.7386127875258306,2.6442676106923817,2.625421388189854,2.5261717490835878,4.123105625617661,4.123105625617661,4.123105625617661,2.8813523673478785,1.7673304133985408,3.1622776601683795
