,Treebank,kpv_ikdp-ud-test_Case=Egr,kpv_lattice-ud-test_Case=Egr,kpv_lattice-ud-train_Case=Egr,koi_uh-ud-train_Case=Egr,koi_uh-ud-test_Case=Egr
0,hu_szeged-ud-dev_Case=All,3.5219901167298113,9.208214095858796,1.29172958692549,1.29172958692549,1.29172958692549
1,hu_szeged-ud-test_Case=All,3.574641412014609,9.265499975496107,1.2216165268919335,1.2216165268919335,1.2216165268919335
2,hu_szeged-ud-train_Case=All,3.563261117822086,9.25678442354353,1.2334468765583195,1.2334468765583195,1.2334468765583195
3,fi_ood-ud-test_Case=All,3.380757374349378,9.021504070352863,1.4885496183206106,1.4885496183206106,1.4885496183206106
4,ess_sli-ud-test_Case=All,38.49675310984031,34.878360053190576,41.43669871020132,41.43669871020132,41.43669871020132
5,hit_hittb-ud-test_Case=All,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
6,et_ewt-ud-train_Case=All,3.4441907098759925,9.107707739656345,1.3930450983353315,1.3930450983353315,1.3930450983353315
7,et_ewt-ud-test_Case=All,3.397197040454442,9.055619828811608,1.4619432297123496,1.4619432297123496,1.4619432297123496
8,et_ewt-ud-dev_Case=All,3.449212740136884,9.11357573631118,1.3878741802897074,1.3878741802897074,1.3878741802897074
9,ml_ufal-ud-test_Case=All,3.1622776601683795,6.96419413859206,4.58257569495584,4.58257569495584,4.58257569495584
10,egy_ujaen-ud-test_Case=All,4.58257569495584,10.36822067666386,0.0,0.0,0.0
11,olo_kkpp-ud-test_Case=All,3.5372866287897673,9.220216737919715,1.3016200966614866,1.3016200966614866,1.3016200966614866
12,olo_kkpp-ud-train_Case=All,3.391164991562634,9.027735042633894,1.5811388300841898,1.5811388300841898,1.5811388300841898
13,vep_vwt-ud-test_Case=All,3.586394041683404,9.28236081081867,1.2092238098144703,1.2092238098144703,1.2092238098144703
14,fi_tdt-ud-train_Case=All,3.218806052001609,8.811152307335592,1.734535185874498,1.734535185874498,1.734535185874498
15,fi_tdt-ud-test_Case=All,3.2085630949892945,8.800064524645752,1.7503098632872058,1.7503098632872058,1.7503098632872058
16,fi_tdt-ud-dev_Case=All,3.4484284785959214,9.108178217073911,1.3901779182917564,1.3901779182917564,1.3901779182917564
17,tpn_tudet-ud-test_Case=All,3.153481321404084,8.733715004382601,1.9002923751652299,1.9002923751652299,1.9002923751652299
18,fi_pud-ud-test_Case=All,3.2826930058517454,8.896119279524799,1.6361461644880222,1.6361461644880222,1.6361461644880222
19,et_edt-ud-dev_Case=All,3.412054332355053,9.066244231809296,1.4444051062310876,1.4444051062310876,1.4444051062310876
20,et_edt-ud-train_Case=All,3.3823904182295723,9.024602415866127,1.487667600355589,1.487667600355589,1.487667600355589
21,et_edt-ud-test_Case=All,3.338169302344522,8.963446563187361,1.5561603904098478,1.5561603904098478,1.5561603904098478
22,wbp_ufal-ud-test_Case=All,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
23,arr_tudet-ud-test_Case=All,3.391164991562634,9.0,1.5811388300841898,1.5811388300841898,1.5811388300841898
24,gn_oldtudet-ud-test_Case=All,3.391164991562634,9.027735042633894,1.5811388300841898,1.5811388300841898,1.5811388300841898
25,eu_bdt-ud-train_Case=All,3.3569016277082455,8.99692956609582,1.5255948231765961,1.5255948231765961,1.5255948231765961
26,eu_bdt-ud-test_Case=All,3.339223446123439,8.976507447243232,1.5624731402650052,1.5624731402650052,1.5624731402650052
27,eu_bdt-ud-dev_Case=All,3.2696869903979096,8.885246747948765,1.6540550354272934,1.6540550354272934,1.6540550354272934
28,fi_ftb-ud-dev_Case=All,4.58257569495584,10.36822067666386,0.0,0.0,0.0
29,fi_ftb-ud-train_Case=All,4.58257569495584,10.36822067666386,0.0,0.0,0.0
30,fi_ftb-ud-test_Case=All,4.58257569495584,10.36822067666386,0.0,0.0,0.0
31,eme_tudet-ud-test_Case=All,3.518610924408984,9.200289599774736,1.3166487815058465,1.3166487815058465,1.3166487815058465
32,aqz_tudet-ud-test_Case=All,2.737485554389982,8.08939253621298,2.634059909139933,2.634059909139933,2.634059909139933
33,gu_gujtb-ud-test_Case=All,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
