,Treebank,hu_szeged-ud-dev_Case=Cau,hu_szeged-ud-test_Case=Cau,hu_szeged-ud-train_Case=Cau,egy_ujaen-ud-test_Case=Cau,mdf_jr-ud-test_Case=Cau,wbp_ufal-ud-test_Case=Cau,eu_bdt-ud-train_Case=Cau,eu_bdt-ud-test_Case=Cau,eu_bdt-ud-dev_Case=Cau
0,es_gsd-ud-train_Case=Com,11.022703842524301,16.62828914831589,15.132745950421556,4.743416490252569,4.743416490252569,4.743416490252569,4.743416490252569,4.743416490252569,4.743416490252569
1,fi_ood-ud-test_Case=Com,13.490737563232042,19.131126469708992,17.233687939614086,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907
2,es_ancora-ud-train_Case=Com,7.615773105863909,12.96148139681572,11.313708498984761,9.219544457292887,9.219544457292887,9.219544457292887,9.219544457292887,9.219544457292887,9.219544457292887
3,es_ancora-ud-test_Case=Com,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
4,es_ancora-ud-dev_Case=Com,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
5,sms_giellagas-ud-test_Case=Com,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
6,et_ewt-ud-train_Case=Com,6.227081435943852,11.769021902571591,10.248516905651865,9.727331990547098,9.727331990547098,9.727331990547098,9.727331990547098,9.727331990547098,9.727331990547098
7,et_ewt-ud-test_Case=Com,8.3081161154879,13.916219207270105,12.414334556444775,7.497106880006976,7.497106880006976,7.497106880006976,7.497106880006976,7.497106880006976,7.497106880006976
8,et_ewt-ud-dev_Case=Com,4.622975321851316,10.11340653467155,9.115874810116635,11.28188777357483,11.28188777357483,11.28188777357483,11.28188777357483,11.28188777357483,11.28188777357483
9,ml_ufal-ud-test_Case=Com,4.743416490252569,10.319883720275147,9.72111104761179,11.022703842524301,11.022703842524301,11.022703842524301,11.022703842524301,11.022703842524301,11.022703842524301
10,apu_ufpa-ud-test_Case=Com,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
11,egy_ujaen-ud-test_Case=Com,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
