,Treebank,hu_szeged-ud-dev_Case=Sbl,hu_szeged-ud-test_Case=Sbl,hu_szeged-ud-train_Case=Sbl
0,hu_szeged-ud-dev_Case=Ade,0.22587809978078727,0.23216853987182007,0.2243094532448222
1,hu_szeged-ud-test_Case=Ade,0.10808884876527235,0.1692744871732991,0.14717805802659154
2,hu_szeged-ud-train_Case=Ade,0.1669989476575192,0.1478844349287065,0.1415369867556503
3,fi_ood-ud-test_Case=Ade,0.5763444765194378,0.6472587988189045,0.615566714150402
4,et_ewt-ud-train_Case=Ade,0.6898191552951132,0.761995718973267,0.7300790086527552
5,et_ewt-ud-test_Case=Ade,0.668791088571465,0.741306122594106,0.7090307498384051
6,et_ewt-ud-dev_Case=Ade,0.9793168476161797,1.0486861919289987,1.0169496486730993
7,olo_kkpp-ud-test_Case=Ade,0.7947449678573331,0.882490270744133,0.8526168903270768
8,vep_vwt-ud-test_Case=Ade,0.46580182036700984,0.5349936233465789,0.5066952098579972
9,fi_tdt-ud-train_Case=Ade,0.9177094083712617,0.9926122429555695,0.9610370719054738
10,fi_tdt-ud-test_Case=Ade,0.9413890408639625,1.0203150658837583,0.9885000441914156
11,fi_tdt-ud-dev_Case=Ade,0.9533777574705721,1.02837706469455,0.9970016602075462
12,fi_pud-ud-test_Case=Ade,1.1776033627880456,1.2531813861984005,1.2216130245645127
13,et_edt-ud-dev_Case=Ade,0.5659130741179887,0.6371180868470175,0.6066102395447004
14,et_edt-ud-train_Case=Ade,0.5968335740643869,0.6667133167962562,0.636250742081548
15,et_edt-ud-test_Case=Ade,0.47103515920284533,0.5363694726847451,0.5061031540105657
16,krl_kkpp-ud-test_Case=Ade,0.4076095218557566,0.48244067619469067,0.45265334100828936
17,fi_ftb-ud-dev_Case=Ade,1.2622811750152136,1.1840852064015472,1.2136052062629963
18,fi_ftb-ud-train_Case=Ade,1.2622811750152136,1.1840852064015472,1.2136052062629963
19,fi_ftb-ud-test_Case=Ade,1.2622811750152136,1.1840852064015472,1.2136052062629963
