,Treebank,urb_tudet-ud-test_Case=Aff,_Case=Aff
0,hu_szeged-ud-dev_Case=Ill,22.59724419841318,1.278845324000557
1,hu_szeged-ud-test_Case=Ill,22.6025239628258,1.3689738821885769
2,hu_szeged-ud-train_Case=Ill,22.591292843608553,1.1689791895833785
3,fi_ood-ud-test_Case=Ill,22.617999204173653,1.8756033695853715
4,sms_giellagas-ud-test_Case=Ill,23.12713119975896,6.117168714889247
5,sms_giellagas-ud-train_Case=Ill,22.58317958127243,1.0
6,et_ewt-ud-train_Case=Ill,23.4883194636318,6.5912452584836325
7,et_ewt-ud-test_Case=Ill,23.177023104790656,5.397629109155241
8,et_ewt-ud-dev_Case=Ill,25.414101267010732,11.756269669551216
9,egy_ujaen-ud-test_Case=Ill,22.561028345356956,0.0
10,si_stb-ud-test_Case=Ill,22.561028345356956,0.0
11,lt_alksnis-ud-test_Case=Ill,22.58317958127243,1.0
12,lt_alksnis-ud-dev_Case=Ill,22.58317958127243,1.0
13,lt_alksnis-ud-train_Case=Ill,22.58317958127243,1.0
14,olo_kkpp-ud-test_Case=Ill,22.619112722541296,1.842143079204315
15,olo_kkpp-ud-train_Case=Ill,22.561028345356956,0.0
16,mdf_jr-ud-test_Case=Ill,24.151216325477275,8.705242673240075
17,mdf_jr-ud-train_Case=Ill,22.561028345356956,0.0
18,vep_vwt-ud-test_Case=Ill,22.606967952381407,1.635542723379613
19,fi_tdt-ud-train_Case=Ill,22.613287434691433,1.960920608682236
20,fi_tdt-ud-test_Case=Ill,22.607285907138568,1.9640267731056948
21,fi_tdt-ud-dev_Case=Ill,22.613557709182075,1.9045597042899167
22,myv_jr-ud-test_Case=Ill,22.62505038962408,1.7104654390763518
23,myv_jr-ud-train_Case=Ill,22.607274741898973,1.5026261478525773
24,kpv_ikdp-ud-test_Case=Ill,22.664362627996695,2.3108440016582685
25,kpv_lattice-ud-test_Case=Ill,24.40866983809864,9.44519638196462
26,kpv_lattice-ud-train_Case=Ill,22.561028345356956,0.0
27,fi_pud-ud-test_Case=Ill,22.6081577448647,1.983108213213122
28,et_edt-ud-dev_Case=Ill,22.96006095577646,4.410228268319544
29,et_edt-ud-train_Case=Ill,22.950299220841842,4.347833450101511
30,et_edt-ud-test_Case=Ill,23.16565775519136,5.3714540403661655
31,koi_uh-ud-train_Case=Ill,22.561028345356956,0.0
32,koi_uh-ud-test_Case=Ill,38.28837943815329,31.25699921617557
33,sme_giella-ud-train_Case=Ill,22.579590775573937,1.152010514482039
34,sme_giella-ud-test_Case=Ill,22.58562394810158,1.2072765064707807
35,krl_kkpp-ud-test_Case=Ill,22.595613034283044,1.3562839573037448
36,fi_ftb-ud-dev_Case=Ill,22.561028345356956,0.0
37,fi_ftb-ud-train_Case=Ill,22.561028345356956,0.0
38,fi_ftb-ud-test_Case=Ill,22.561028345356956,0.0
