,Treebank,hu_szeged-ud-dev_Case=Ine,hu_szeged-ud-test_Case=Ine,hu_szeged-ud-train_Case=Ine,fi_ood-ud-test_Case=Ine,et_ewt-ud-train_Case=Ine,et_ewt-ud-test_Case=Ine,et_ewt-ud-dev_Case=Ine,si_stb-ud-test_Case=Ine,olo_kkpp-ud-test_Case=Ine,olo_kkpp-ud-train_Case=Ine,mdf_jr-ud-test_Case=Ine,mdf_jr-ud-train_Case=Ine,vep_vwt-ud-test_Case=Ine,fi_tdt-ud-train_Case=Ine,fi_tdt-ud-test_Case=Ine,fi_tdt-ud-dev_Case=Ine,myv_jr-ud-test_Case=Ine,myv_jr-ud-train_Case=Ine,kpv_ikdp-ud-test_Case=Ine,kpv_lattice-ud-test_Case=Ine,kpv_lattice-ud-train_Case=Ine,fi_pud-ud-test_Case=Ine,et_edt-ud-dev_Case=Ine,et_edt-ud-train_Case=Ine,et_edt-ud-test_Case=Ine,koi_uh-ud-train_Case=Ine,koi_uh-ud-test_Case=Ine,arr_tudet-ud-test_Case=Ine,krl_kkpp-ud-test_Case=Ine,eu_bdt-ud-train_Case=Ine,eu_bdt-ud-test_Case=Ine,eu_bdt-ud-dev_Case=Ine,fi_ftb-ud-dev_Case=Ine,fi_ftb-ud-train_Case=Ine,fi_ftb-ud-test_Case=Ine,ab_abnc-ud-test_Case=Ine
0,fi_ood-ud-test_Case=Abe,75.00648120144166,49.121165386103065,28.432399727473765,504.9332189067734,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,163.0399416189286,68.78417130577516,107.41818592150338,6.6248689714505975,6.6248689714505975,6.6248689714505975,256.03038014180186,6.6248689714505975,76.53538004800767,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975
1,sms_giellagas-ud-test_Case=Abe,78.79562170577753,52.684596104237784,31.908369502707743,509.7234544338724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,167.6189328422888,73.31057222529367,111.95187458109946,1.0,1.0,1.0,260.7067317888052,1.0,80.94392112658578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,sms_giellagas-ud-train_Case=Abe,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,et_ewt-ud-train_Case=Abe,76.23440325970166,50.25930493377623,29.508515214219113,506.5078206065538,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,164.49411066911208,70.20895989748475,108.85003934661502,4.723895928549249,4.723895928549249,4.723895928549249,257.57713768774283,4.723895928549249,77.93226316310438,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249
4,et_ewt-ud-test_Case=Abe,72.65615367377127,47.03426646841877,26.64655289457597,501.73631853129126,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,159.8587168404977,65.70976589011205,104.29552030435227,10.661457061146319,10.661457061146319,10.661457061146319,252.9835304257308,10.661457061146319,73.55344209170238,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319
5,et_ewt-ud-dev_Case=Abe,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,gub_tudet-ud-test_Case=Abe,78.03044277716229,51.95190083144216,31.17416005039503,508.83199584931765,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,166.73979939187217,72.4364549104938,111.07304903630863,2.23606797749979,2.23606797749979,2.23606797749979,259.7883754135277,2.23606797749979,80.08694255212231,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
7,olo_kkpp-ud-test_Case=Abe,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,olo_kkpp-ud-train_Case=Abe,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,mdf_jr-ud-test_Case=Abe,78.41077732046789,52.31475254011371,31.53547446265059,509.25386596470724,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,167.13778471554588,72.83158655418679,111.46474280636406,1.5811388300841898,1.5811388300841898,1.5811388300841898,260.24315552959314,1.5811388300841898,80.48063526750533,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898
