,Treebank,fi_ood-ud-test_Case=Abe,sms_giellagas-ud-test_Case=Abe,sms_giellagas-ud-train_Case=Abe,et_ewt-ud-train_Case=Abe,et_ewt-ud-test_Case=Abe,et_ewt-ud-dev_Case=Abe,gub_tudet-ud-test_Case=Abe,olo_kkpp-ud-test_Case=Abe,olo_kkpp-ud-train_Case=Abe,mdf_jr-ud-test_Case=Abe,fi_tdt-ud-train_Case=Abe,fi_tdt-ud-test_Case=Abe,fi_tdt-ud-dev_Case=Abe,myv_jr-ud-test_Case=Abe,myv_jr-ud-train_Case=Abe,kpv_ikdp-ud-test_Case=Abe,kpv_lattice-ud-test_Case=Abe,fi_pud-ud-test_Case=Abe,et_edt-ud-dev_Case=Abe,et_edt-ud-train_Case=Abe,et_edt-ud-test_Case=Abe,koi_uh-ud-test_Case=Abe,sme_giella-ud-train_Case=Abe,sme_giella-ud-test_Case=Abe,arr_tudet-ud-test_Case=Abe,krl_kkpp-ud-test_Case=Abe,fi_ftb-ud-dev_Case=Abe,fi_ftb-ud-train_Case=Abe,fi_ftb-ud-test_Case=Abe,ab_abnc-ud-test_Case=Abe
0,hu_szeged-ud-dev_Case=Ill,5.498309281831797,0.29998469504883835,1.278845324000557,3.5912737368642906,9.56683512200388,1.278845324000557,1.2427937366309019,1.278845324000557,1.278845324000557,0.5632615241042759,10.896799683508736,7.889328613309164,2.2313403384854658,0.4926642771612504,0.555800998985421,0.29998469504883835,1.4630433581300981,1.2427937366309019,2.635270101005695,3.631977152308973,3.184811002287867,1.007091476235386,1.278845324000557,1.278845324000557,0.29998469504883835,1.2427937366309019,1.278845324000557,1.278845324000557,1.278845324000557,0.29998469504883835
1,hu_szeged-ud-test_Case=Ill,5.431842584507979,0.4054775835476301,1.3689738821885769,3.528079753918223,9.500022819769223,1.3689738821885769,1.2061238126348335,1.3689738821885769,1.3689738821885769,0.5563931713116239,10.82836874957871,7.822830059209759,2.1783152278882754,0.4675527982449921,0.5380468025558128,0.4054775835476301,1.4102428268267335,1.2061238126348335,2.5722021883670947,3.5672624168968694,3.1223531975281826,0.9771052407007071,1.3689738821885769,1.3689738821885769,0.4054775835476301,1.2061238126348335,1.3689738821885769,1.3689738821885769,1.3689738821885769,0.4054775835476301
2,hu_szeged-ud-train_Case=Ill,5.589824860879689,0.18215107011950007,1.1689791895833785,3.6823921529014343,9.656404194901365,1.1689791895833785,1.3037813003001484,1.1689791895833785,1.1689791895833785,0.6054026310473157,10.989718820474272,7.980348162212189,2.314574061554253,0.5596239919317961,0.6109951446349207,0.18215107011950007,1.5533218088906457,1.3037813003001484,2.7274609456189363,3.7258357595213267,3.2707964730171204,1.0890164324395921,1.1689791895833785,1.1689791895833785,0.18215107011950007,1.3037813003001484,1.1689791895833785,1.1689791895833785,1.1689791895833785,0.18215107011950007
3,fi_ood-ud-test_Case=Ill,4.939511806736459,0.910981887855077,1.8756033695853715,3.0940703320956757,9.051586674905861,1.8756033695853715,1.0648417722835632,1.8756033695853715,1.8756033695853715,0.6370933997460656,10.344617451709958,7.331704303911882,1.8324540921943993,0.39533277121938676,0.5630911768704849,0.910981887855077,0.9508471077004031,1.0685915964483343,2.129733444168513,3.1075004544456886,2.718066960175926,0.5078267421079752,1.8756033695853715,1.8756033695853715,0.910981887855077,1.0685915964483343,1.8756033695853715,1.8756033695853715,1.8756033695853715,0.910981887855077
4,sms_giellagas-ud-test_Case=Ill,3.384788047050626,5.1830683509736,6.117168714889247,3.075680990455878,6.541416013126679,6.117168714889247,4.343293396820458,6.117168714889247,6.117168714889247,4.752517201766493,7.545438487941483,5.041800579794857,3.6985148837984974,4.639178301018616,4.680036995975423,5.1830683509736,3.9031484600556214,4.394159985174486,3.246080257331454,2.929472652097264,3.3108034905573023,4.311197020908047,6.117168714889247,6.117168714889247,5.1830683509736,4.394159985174486,6.117168714889247,6.117168714889247,6.117168714889247,5.1830683509736
5,sms_giellagas-ud-train_Case=Ill,5.734883511361751,0.0,1.0,3.8273392947447844,9.797958971132713,1.0,1.4142135623730951,1.0,1.0,0.7071067811865476,11.136152337719203,8.12403840463596,2.449489742783178,0.692820323027551,0.7284313590846835,0.0,1.699673171197595,1.4142135623730951,2.874966451763469,3.8746047519032274,3.409545424246464,1.224744871391589,1.0,1.0,0.0,1.4142135623730951,1.0,1.0,1.0,0.0
6,et_ewt-ud-train_Case=Ill,2.4710856527656038,5.685122712147314,6.5912452584836325,3.3743650892151136,6.292921121416812,6.5912452584836325,4.919016817095007,6.5912452584836325,6.5912452584836325,5.261086136133797,6.686599684125885,3.9947200645059167,4.140130342057286,5.047447517990008,5.178156604620642,5.685122712147314,4.301342178819561,4.879277191950673,3.6824566477477254,3.251875567341924,3.654891362495233,4.551310312636103,6.5912452584836325,6.5912452584836325,5.685122712147314,4.879277191950673,6.5912452584836325,6.5912452584836325,6.5912452584836325,5.685122712147314
7,et_ewt-ud-test_Case=Ill,2.467783530935312,4.46031389029965,5.397629109155241,2.3401408954229312,6.607147644785911,5.397629109155241,3.6951860575619193,5.397629109155241,5.397629109155241,4.009289213813341,7.416307856489118,4.571039269137818,2.9350298124550624,3.827061535956797,3.925285898855662,4.46031389029965,3.0259911140355684,3.6516297731287053,2.4567025978577437,2.2095779485557423,2.5582024939398367,3.3458033415011115,5.397629109155241,5.397629109155241,4.46031389029965,3.6516297731287053,5.397629109155241,5.397629109155241,5.397629109155241,4.46031389029965
8,et_ewt-ud-dev_Case=Ill,6.0082248153759,10.826351026232702,11.756269669551216,7.821838271343808,6.202349216423494,11.756269669551216,9.960415480451097,11.756269669551216,11.756269669551216,10.3729824752623,4.96484555228304,5.075966124666853,9.011652264885162,10.16534903422673,10.279931747079637,10.826351026232702,9.350513288875222,9.915694007699157,8.473997992406456,7.693117358281825,8.275726815270527,9.709038680464994,11.756269669551216,11.756269669551216,10.826351026232702,9.915694007699157,11.756269669551216,11.756269669551216,11.756269669551216,10.826351026232702
9,egy_ujaen-ud-test_Case=Ill,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
10,si_stb-ud-test_Case=Ill,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
