,Treebank,urb_tudet-ud-test_Case=Aff,_Case=Aff
0,hu_szeged-ud-dev_Case=Tra,22.612911135013114,1.5309310892394863
1,hu_szeged-ud-test_Case=Tra,22.591480695164716,1.1726039399558574
2,hu_szeged-ud-train_Case=Tra,22.588988467835385,1.1235657524150513
3,fi_ood-ud-test_Case=Tra,22.7963636877478,3.451894652855358
4,et_ewt-ud-train_Case=Tra,22.907208561534347,4.0984566532751705
5,et_ewt-ud-test_Case=Tra,22.890154732405577,4.100771455544949
6,et_ewt-ud-dev_Case=Tra,23.156903668236822,5.3378073681990434
7,gub_tudet-ud-test_Case=Tra,22.561028345356956,0.0
8,olo_kkpp-ud-test_Case=Tra,22.61839598058832,1.932535608352669
9,mdf_jr-ud-test_Case=Tra,22.883536658480043,3.9567979478361033
10,vep_vwt-ud-test_Case=Tra,22.847319317591726,3.605551275463989
11,fi_tdt-ud-train_Case=Tra,22.908455708560084,4.293306195252593
12,fi_tdt-ud-test_Case=Tra,23.147839752493116,5.606948352043668
13,fi_tdt-ud-dev_Case=Tra,22.96299632016693,4.688197948039311
14,myv_jr-ud-test_Case=Tra,23.283733193046142,5.756060406646084
15,myv_jr-ud-train_Case=Tra,25.61718173414086,12.167168939404103
16,kpv_ikdp-ud-test_Case=Tra,22.561028345356956,0.0
17,kpv_lattice-ud-test_Case=Tra,22.561028345356956,0.0
18,tpn_tudet-ud-test_Case=Tra,22.56705649702609,1.4281039179389805
19,fi_pud-ud-test_Case=Tra,24.32731349364705,9.375984796760866
20,et_edt-ud-dev_Case=Tra,22.98624453921364,4.6850033295982945
21,et_edt-ud-train_Case=Tra,22.922485722452194,4.346730359605627
22,et_edt-ud-test_Case=Tra,22.811716755169424,3.641976368707614
23,krl_kkpp-ud-test_Case=Tra,22.582086203093606,1.3562839573037448
24,fi_ftb-ud-dev_Case=Tra,22.561028345356956,0.0
25,fi_ftb-ud-train_Case=Tra,22.561028345356956,0.0
26,fi_ftb-ud-test_Case=Tra,22.561028345356956,0.0
27,eme_tudet-ud-test_Case=Tra,22.204053683955998,2.453568829277059
28,aqz_tudet-ud-test_Case=Tra,22.561028345356956,0.0
