,Treebank,hu_szeged-ud-dev_Case=Abs,hu_szeged-ud-test_Case=Abs,hu_szeged-ud-train_Case=Abs,ess_sli-ud-test_Case=Abs,hit_hittb-ud-test_Case=Abs,mr_ufal-ud-dev_Case=Abs,mr_ufal-ud-test_Case=Abs,mr_ufal-ud-train_Case=Abs,wbp_ufal-ud-test_Case=Abs,nhi_itml-ud-test_Case=Abs,azz_itml-ud-test_Case=Abs,eu_bdt-ud-train_Case=Abs,eu_bdt-ud-test_Case=Abs,eu_bdt-ud-dev_Case=Abs,gu_gujtb-ud-test_Case=Abs
0,sl_ssj-ud-test_Case=Dat,2.020377268079915,2.2148788581738925,2.175644937962474,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,84.17922743870619,3.237354116223063,18.80332696812509,4.682262430034095,37.64750972077304,37.55889672221097,28.947598802952676,3.237354116223063
1,sl_ssj-ud-dev_Case=Dat,2.4812924943681867,2.681653982192779,2.641199116782085,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,83.79563018969957,3.702382866329317,18.33918887970327,4.25590392912813,37.17124790961976,37.08184561586895,28.470908586455234,3.702382866329317
2,sl_ssj-ud-train_Case=Dat,1.8932498182696853,2.0895635031014015,2.048710391625778,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,84.30442289108066,3.1179361720571244,18.89301222520995,4.759112438251226,37.75174032641944,37.66291470922066,29.051636029733846,3.1179361720571244
3,xcl_caval-ud-train_Case=Dat,0.18695616189023478,0.19827227737349043,0.16335847686713698,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,86.05843129661712,1.239102502759832,20.59900194633675,6.442025494567926,39.57883192925814,39.48963134217094,30.879926579924923,1.239102502759832
4,xcl_caval-ud-dev_Case=Dat,0.20427198116953735,0.135044445952152,0.13408853256981915,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,86.12080094762305,1.1651494545412489,20.66511842893493,6.513219748978589,39.647296828065244,39.55787285126449,30.94833630942641,1.1651494545412489
5,xcl_caval-ud-test_Case=Dat,0.1992952541393761,0.19411388900895984,0.12310152227909069,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,86.07376499428922,1.2227021265001647,20.61435143358846,6.454542361919177,39.592926977365906,39.50386471047867,30.893981365033817,1.2227021265001647
6,hu_szeged-ud-dev_Case=Dat,2.1766233766233767,2.317505039897538,2.289228595903831,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,84.73239507714983,3.1993621813334823,19.295701640232306,5.2697743350119,38.15915868272974,38.071394616336896,29.47084997132732,3.1993621813334823
7,hu_szeged-ud-test_Case=Dat,5.14474253778205,5.296919880666064,5.262938983873677,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,82.70503279111612,6.174337938564088,17.47027854389015,4.510205107683982,36.01043032170972,35.92589886018117,27.36777609518686,6.174337938564088
8,hu_szeged-ud-train_Case=Dat,2.0129529741571184,2.152259942376391,2.1213292382344346,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,84.81506743064764,3.045362818101901,19.372838268045257,5.307951400734784,38.24511200081274,38.15710234418268,29.55472969387926,3.045362818101901
9,xav_xdt-ud-test_Case=Dat,0.24604306550407926,0.30113198663174445,0.2870478178006968,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,85.95478462540639,1.3133925536563698,20.505005411205826,6.368343085198352,39.506296189285536,39.417784957064576,30.808139283714684,1.3133925536563698
