,Treebank,kpv_ikdp-ud-test_Case=Adp,kpv_lattice-ud-test_Case=Adp
0,sl_ssj-ud-test_Case=Loc,1.4512462679513476,1.2869701228411436
1,sl_ssj-ud-dev_Case=Loc,1.444465256250267,1.2786916580155987
2,sl_ssj-ud-train_Case=Loc,1.4299765737387877,1.2653519891508014
3,xcl_caval-ud-train_Case=Loc,1.3743685418725535,1.5132745950421556
4,xcl_caval-ud-dev_Case=Loc,1.3743685418725535,1.5132745950421556
5,xcl_caval-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
6,hu_szeged-ud-train_Case=Loc,1.3743685418725535,1.5132745950421556
7,fa_seraji-ud-dev_Case=Loc,1.3743685418725535,1.5132745950421556
8,fa_seraji-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
9,fa_seraji-ud-train_Case=Loc,1.3743685418725535,1.5132745950421556
10,tr_pud-ud-test_Case=Loc,1033.6641405967198,1033.533690790968
11,pl_pdb-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
12,pl_pdb-ud-train_Case=Loc,18055.882833273175,18055.726938841315
13,pl_pdb-ud-dev_Case=Loc,1.3743685418725535,1.5132745950421556
14,uk_iu-ud-dev_Case=Loc,1.3673212353560766,1.2026004448464305
15,uk_iu-ud-train_Case=Loc,1.3955859957008163,1.227952765705367
16,uk_iu-ud-test_Case=Loc,1.3628977924101102,1.1950112536056696
17,sa_vedic-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
18,sa_vedic-ud-train_Case=Loc,2097.5590045998174,2097.392285937733
19,sa_vedic-ud-dev_Case=Loc,1.3743685418725535,1.5132745950421556
20,bn_bru-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
21,hr_set-ud-dev_Case=Loc,1.3725223425914517,1.2069699533431908
22,hr_set-ud-train_Case=Loc,1.3592770536389145,1.1913713484360338
23,hr_set-ud-test_Case=Loc,1.3181225919604878,1.1500491068870138
24,orv_rnc-ud-dev_Case=Loc,1.3743685418725535,1.5132745950421556
25,orv_rnc-ud-train_Case=Loc,1.3743685418725535,1.5132745950421556
26,orv_rnc-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
27,la_circse-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
28,grc_perseus-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
29,tr_atis-ud-dev_Case=Loc,10.657020431676735,10.502691508638147
30,tr_atis-ud-train_Case=Loc,53.65011887844141,53.498168322297076
31,tr_atis-ud-test_Case=Loc,12.667105255564728,12.511194986890741
32,hi_pud-ud-test_Case=Loc,0.46665803281111123,0.5322440920660564
33,la_perseus-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
34,la_perseus-ud-train_Case=Loc,1.3743685418725535,1.5132745950421556
35,tr_kenet-ud-dev_Case=Loc,596.3993814737087,596.2691422503767
36,tr_kenet-ud-test_Case=Loc,226.5882217199787,226.45946657183487
37,tr_kenet-ud-train_Case=Loc,338.5877467100991,338.45592032050496
38,sms_giellagas-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
39,sms_giellagas-ud-train_Case=Loc,1.3743685418725535,1.5132745950421556
40,sk_snk-ud-dev_Case=Loc,1.3132645909894416,1.1474487639392752
41,sk_snk-ud-test_Case=Loc,1.3116191989540076,1.1488892897984553
42,sk_snk-ud-train_Case=Loc,1.3290739792550132,1.162768088554552
43,lt_hse-ud-train_Case=Loc,1.3743685418725535,1.5132745950421556
44,lt_hse-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
45,lt_hse-ud-dev_Case=Loc,1.3743685418725535,1.5132745950421556
46,ess_sli-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
47,sa_ufal-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
48,be_hse-ud-train_Case=Loc,1.3743685418725535,1.5132745950421556
49,be_hse-ud-dev_Case=Loc,1.3743685418725535,1.5132745950421556
50,be_hse-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
51,gub_tudet-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
52,cs_pud-ud-test_Case=Loc,1.2745788952488708,1.1061872458386064
53,orv_ruthenian-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
54,orv_ruthenian-ud-train_Case=Loc,1.3743685418725535,1.5132745950421556
55,orv_ruthenian-ud-dev_Case=Loc,1.3743685418725535,1.5132745950421556
56,lzh_tuecl-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
57,ml_ufal-ud-test_Case=Loc,58.00622571950551,57.87218675667959
58,apu_ufpa-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
59,egy_ujaen-ud-test_Case=Loc,0.6238853407581213,0.47917996193150886
60,nyq_aha-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
61,mr_ufal-ud-dev_Case=Loc,1.3743685418725535,1.5132745950421556
62,mr_ufal-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
63,mr_ufal-ud-train_Case=Loc,1.3743685418725535,1.5132745950421556
64,si_stb-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
65,lt_alksnis-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
66,lt_alksnis-ud-dev_Case=Loc,1.3743685418725535,1.5132745950421556
67,lt_alksnis-ud-train_Case=Loc,1.3743685418725535,1.5132745950421556
68,cu_proiel-ud-train_Case=Loc,1.3743685418725535,1.5132745950421556
69,cu_proiel-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
70,cu_proiel-ud-dev_Case=Loc,1.3743685418725535,1.5132745950421556
71,hy_bsut-ud-train_Case=Loc,400.99986145744356,400.86417899333435
72,hy_bsut-ud-test_Case=Loc,106.09848674174806,105.96079463650695
73,hy_bsut-ud-dev_Case=Loc,200.2004550999378,200.0652143677156
74,mdf_jr-ud-test_Case=Loc,13.18353350037673,13.034185820372517
75,mdf_jr-ud-train_Case=Loc,1.3743685418725535,1.5132745950421556
76,la_llct-ud-dev_Case=Loc,1.3743685418725535,1.5132745950421556
77,la_llct-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
78,la_llct-ud-train_Case=Loc,1.3743685418725535,1.5132745950421556
79,hsb_ufal-ud-test_Case=Loc,1.3743685418725535,1.5132745950421556
