,Treebank,urb_tudet-ud-test_Case=Aff,_Case=Aff
0,sl_ssj-ud-test_Case=Ins,22.635270089557075,2.6649321774579495
1,sl_ssj-ud-dev_Case=Ins,22.637145718189462,2.7413368399473135
2,sl_ssj-ud-train_Case=Ins,22.636112902921624,2.697949439910849
3,xcl_caval-ud-train_Case=Ins,22.561028345356956,0.0
4,xcl_caval-ud-dev_Case=Ins,22.561028345356956,0.0
5,xcl_caval-ud-test_Case=Ins,22.561028345356956,0.0
6,hu_szeged-ud-dev_Case=Ins,22.561028345356956,0.0
7,hu_szeged-ud-test_Case=Ins,22.561028345356956,0.0
8,hu_szeged-ud-train_Case=Ins,22.561028345356956,0.0
9,xav_xdt-ud-test_Case=Ins,22.561028345356956,0.0
10,tr_pud-ud-test_Case=Ins,22.561028345356956,0.0
11,fi_ood-ud-test_Case=Ins,22.561028345356956,0.0
12,pl_pdb-ud-test_Case=Ins,22.561028345356956,0.0
13,pl_pdb-ud-train_Case=Ins,3335.1745581503433,3335.8910353906954
14,pl_pdb-ud-dev_Case=Ins,22.561028345356956,0.0
15,sah_yktdt-ud-test_Case=Ins,22.561028345356956,0.0
16,uk_iu-ud-dev_Case=Ins,22.835298006671184,4.424265218622617
17,uk_iu-ud-train_Case=Ins,22.881328001030656,4.714933003721951
18,uk_iu-ud-test_Case=Ins,22.894989719289995,4.78021517915417
19,sa_vedic-ud-test_Case=Ins,22.561028345356956,0.0
20,sa_vedic-ud-train_Case=Ins,22.561028345356956,0.0
21,sa_vedic-ud-dev_Case=Ins,22.561028345356956,0.0
22,hr_set-ud-dev_Case=Ins,22.738749152641592,4.193132313244931
23,hr_set-ud-train_Case=Ins,22.70412587056395,3.9671141971867048
24,hr_set-ud-test_Case=Ins,22.662363537116676,3.8596640789997627
25,orv_rnc-ud-dev_Case=Ins,22.561028345356956,0.0
26,orv_rnc-ud-train_Case=Ins,22.561028345356956,0.0
27,orv_rnc-ud-test_Case=Ins,22.561028345356956,0.0
28,tr_atis-ud-dev_Case=Ins,22.561028345356956,0.0
29,tr_atis-ud-train_Case=Ins,22.561028345356956,0.0
30,tr_atis-ud-test_Case=Ins,22.561028345356956,0.0
31,hi_pud-ud-test_Case=Ins,22.58317958127243,1.0
32,tr_kenet-ud-dev_Case=Ins,22.561028345356956,0.0
33,tr_kenet-ud-test_Case=Ins,22.561028345356956,0.0
34,tr_kenet-ud-train_Case=Ins,1989.1666596844016,1990.392172412261
35,sk_snk-ud-dev_Case=Ins,22.99412582563658,5.280498900582525
36,sk_snk-ud-test_Case=Ins,23.10561354222453,5.731899447851193
37,sk_snk-ud-train_Case=Ins,22.74966800002959,3.685614975541244
38,lt_hse-ud-train_Case=Ins,22.561028345356956,0.0
39,lt_hse-ud-test_Case=Ins,22.561028345356956,0.0
40,lt_hse-ud-dev_Case=Ins,22.561028345356956,0.0
41,hit_hittb-ud-test_Case=Ins,22.561028345356956,0.0
42,sa_ufal-ud-test_Case=Ins,22.561028345356956,0.0
43,be_hse-ud-train_Case=Ins,22.561028345356956,0.0
44,be_hse-ud-dev_Case=Ins,22.561028345356956,0.0
45,be_hse-ud-test_Case=Ins,623.9503185350577,624.7535514104742
46,cs_pud-ud-test_Case=Ins,22.850881391072832,4.4629023437680875
47,orv_ruthenian-ud-test_Case=Ins,22.561028345356956,0.0
48,orv_ruthenian-ud-train_Case=Ins,22.561028345356956,0.0
49,orv_ruthenian-ud-dev_Case=Ins,22.561028345356956,0.0
50,ml_ufal-ud-test_Case=Ins,22.561028345356956,0.0
51,egy_ujaen-ud-test_Case=Ins,22.58317958127243,1.0
52,mr_ufal-ud-dev_Case=Ins,22.561028345356956,0.0
53,mr_ufal-ud-test_Case=Ins,22.561028345356956,0.0
54,mr_ufal-ud-train_Case=Ins,22.561028345356956,0.0
55,si_stb-ud-test_Case=Ins,22.561028345356956,0.0
56,lt_alksnis-ud-test_Case=Ins,24.128946291733058,9.001785162169785
