,Treebank,et_ewt-ud-train_Case=Add,et_ewt-ud-test_Case=Add,et_ewt-ud-dev_Case=Add,et_edt-ud-dev_Case=Add,et_edt-ud-train_Case=Add,et_edt-ud-test_Case=Add
0,es_gsd-ud-train_Case=Com,3.8574296551636906,3.8630258427867017,3.847814836026505,3.7926480975482995,3.7708718831258348,3.7404448511428687
1,fi_ood-ud-test_Case=Com,1.6402346189317956,1.6422366652762421,1.6313290801984848,1.5578949690829216,1.532063037548579,1.4992279483780828
2,es_ancora-ud-train_Case=Com,8.279048395342008,8.28505562710533,8.268757202809402,8.205479503207052,8.181141807224623,8.146570036531745
3,es_ancora-ud-test_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
4,es_ancora-ud-dev_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
5,sms_giellagas-ud-test_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
6,et_ewt-ud-train_Case=Com,8.835638751194969,8.839519613717162,8.826741076110219,8.764417180622965,8.740767202303193,8.707793583481175
7,et_ewt-ud-test_Case=Com,6.608514452511561,6.612900419883439,6.600517861284755,6.538627402210788,6.515548193111054,6.4829579040660965
8,et_ewt-ud-dev_Case=Com,10.412428890046085,10.417276590152152,10.404098067899435,10.343426416264228,10.320705843117551,10.28865590368826
9,ml_ufal-ud-test_Case=Com,10.196972511143743,10.201649552574562,10.190688075728259,10.130923361829627,10.110294720273092,10.080305020487367
10,apu_ufpa-ud-test_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
11,egy_ujaen-ud-test_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
12,mr_ufal-ud-train_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
13,olo_kkpp-ud-test_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
14,mdf_jr-ud-test_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
15,vep_vwt-ud-test_Case=Com,10.016890579310008,10.021126117459948,10.009723667576173,9.945201694017769,9.921047769387023,9.886879545331816
16,es_pud-ud-test_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
17,fi_tdt-ud-train_Case=Com,1.9142207218267286,1.9178661279647249,1.907976124037379,1.83639398200464,1.808471006910271,1.7739382974691482
18,fi_tdt-ud-test_Case=Com,0.11108241135314532,0.10958904109589036,0.12957670877434005,0.2233693746936237,0.24901480953538424,0.29244192421024817
19,fi_tdt-ud-dev_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
20,myv_jr-ud-test_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
21,myv_jr-ud-train_Case=Com,2.367118162031866,2.372435060036987,2.3605816399803556,2.296247160130669,2.2738268689909122,2.2418882263789004
22,kpv_ikdp-ud-test_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
23,kpv_lattice-ud-test_Case=Com,18.38840807202527,18.392924753578615,18.38160648012364,18.318566916589056,18.296810132624096,18.265433551371736
24,fi_pud-ud-test_Case=Com,0.4078966856355091,0.4126803115139727,0.4061259307221569,0.37253559083651216,0.35917309003726205,0.34692522806885545
25,et_edt-ud-dev_Case=Com,4.420900091326234,4.424759695816144,4.412516991849848,4.3502678908873165,4.326641472175953,4.293913645152274
26,et_edt-ud-train_Case=Com,4.2843463148024945,4.288363136539256,4.27620676882659,4.214525757480946,4.1912667259357255,4.158924671765833
27,et_edt-ud-test_Case=Com,3.9427742086634043,3.946820699394948,3.9350151430392755,3.873547548836125,3.8505468475253766,3.818560125337855
28,sjo_xdt-ud-test_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
29,wbp_ufal-ud-test_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
30,koi_uh-ud-test_Case=Com,6.999257962768965,7.003792233378949,6.993259541325896,6.935923639623916,6.916119505352016,6.887443185274717
31,sme_giella-ud-train_Case=Com,15.027564014543508,15.032300479405466,15.021146616653882,14.957543520353378,14.935078433786376,14.902953475034261
32,sme_giella-ud-test_Case=Com,6.837794491609992,6.842519537622355,6.831245924930039,6.767402727970286,6.745881692916047,6.714903022212743
33,arr_tudet-ud-test_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
34,ta_mwtt-ud-test_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
35,ta_ttb-ud-train_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
36,ta_ttb-ud-dev_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
37,ta_ttb-ud-test_Case=Com,2.7573988454739586,2.76196453889124,2.7517895411917577,2.696803852787251,2.67773946270824,2.6506721448674737
38,krl_kkpp-ud-test_Case=Com,1.3417220613788898,1.3491586029857678,1.339614833164581,1.2710657588281205,1.2572838973680391,1.2386165377890128
39,eu_bdt-ud-train_Case=Com,38.93636794043611,38.941361400423,38.93017411713083,38.8625515084968,38.83848207821638,38.80487701613025
40,eu_bdt-ud-test_Case=Com,29.687253937890905,29.692446610362406,29.681240698170217,29.613575639080114,29.589247302190092,29.555250795863046
41,eu_bdt-ud-dev_Case=Com,38.40204271593709,38.40789136814165,38.397194792083894,38.32649075871089,38.30106061252296,38.26670782396157
42,fi_ftb-ud-dev_Case=Com,0.5397959856764716,0.5354842627712352,0.5289168993516402,0.48079488227399175,0.4536433474303118,0.4272227475600867
43,fi_ftb-ud-train_Case=Com,0.5479734341263754,0.5544369911304483,0.5412340737916075,0.4765711209457096,0.4397502367460692,0.4047060242284951
44,fi_ftb-ud-test_Case=Com,0.5979053581157678,0.6004189442491371,0.5954560447544117,0.5298594345750232,0.4947408011207827,0.4616165579822286
45,bxr_bdt-ud-test_Case=Com,0.8924679723812807,0.8985240291570297,0.8830016241076325,0.8170931532674507,0.786866147904617,0.7483200219922962
46,bej_nsc-ud-test_Case=Com,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
