,Treebank,hu_szeged-ud-dev_Case=Sbl,hu_szeged-ud-test_Case=Sbl,hu_szeged-ud-train_Case=Sbl
0,fi_ood-ud-test_Case=Abe,5.508656074696796,5.576330150116955,5.549109910111768
1,sms_giellagas-ud-test_Case=Abe,0.2858773475129578,0.20286823403356452,0.23092293421550486
2,sms_giellagas-ud-train_Case=Abe,1.2622811750152136,1.1840852064015472,1.2136052062629963
3,et_ewt-ud-train_Case=Abe,3.598133949518332,3.6677380543444222,3.6406362673336585
4,et_ewt-ud-test_Case=Abe,9.57867300328265,9.64383541623443,9.61864678902148
5,et_ewt-ud-dev_Case=Abe,1.2622811750152136,1.1840852064015472,1.2136052062629963
6,gub_tudet-ud-test_Case=Abe,1.25303549464662,1.2962458349945813,1.2782070279984956
7,olo_kkpp-ud-test_Case=Abe,1.2622811750152136,1.1840852064015472,1.2136052062629963
8,olo_kkpp-ud-train_Case=Abe,1.2622811750152136,1.1840852064015472,1.2136052062629963
9,mdf_jr-ud-test_Case=Abe,0.5708869453163843,0.6005867069460897,0.5861478516430157
10,fi_tdt-ud-train_Case=Abe,10.906639623336094,10.975703712208666,10.948648562601056
11,fi_tdt-ud-test_Case=Abe,7.8988482310524795,7.966788998646276,7.940919559492287
12,fi_tdt-ud-dev_Case=Abe,2.234118748261886,2.2998425644230034,2.2749234319112572
13,myv_jr-ud-test_Case=Abe,0.5047267712683744,0.5519186235274532,0.5269873294958215
14,myv_jr-ud-train_Case=Abe,0.5656671271448365,0.6045973080593873,0.5843192069778845
15,kpv_ikdp-ud-test_Case=Abe,0.2858773475129578,0.20286823403356452,0.23092293421550486
16,kpv_lattice-ud-test_Case=Abe,1.460618172002646,1.5357785770872747,1.5068741072128198
17,fi_pud-ud-test_Case=Abe,1.2530354946466202,1.2962458349945813,1.2782070279984956
18,et_edt-ud-dev_Case=Abe,2.642502009708821,2.712788085732591,2.6855134392814817
19,et_edt-ud-train_Case=Abe,3.6381227150713196,3.71036020751866,3.6824011286630887
20,et_edt-ud-test_Case=Abe,3.1972221902442186,3.2592825035079622,3.2349514320002326
21,koi_uh-ud-test_Case=Abe,0.9845419021280154,1.0654297174313807,1.036955457606012
22,sme_giella-ud-train_Case=Abe,1.2622811750152136,1.1840852064015472,1.2136052062629963
23,sme_giella-ud-test_Case=Abe,1.2622811750152136,1.1840852064015472,1.2136052062629963
24,arr_tudet-ud-test_Case=Abe,0.2858773475129578,0.20286823403356452,0.23092293421550486
25,krl_kkpp-ud-test_Case=Abe,1.2530354946466202,1.2962458349945813,1.2782070279984956
26,fi_ftb-ud-dev_Case=Abe,1.2622811750152136,1.1840852064015472,1.2136052062629963
27,fi_ftb-ud-train_Case=Abe,1.2622811750152136,1.1840852064015472,1.2136052062629963
28,fi_ftb-ud-test_Case=Abe,1.2622811750152136,1.1840852064015472,1.2136052062629963
29,ab_abnc-ud-test_Case=Abe,0.2858773475129578,0.20286823403356452,0.23092293421550486
