,Treebank,kpv_ikdp-ud-test_Case=Egr,kpv_lattice-ud-test_Case=Egr,kpv_lattice-ud-train_Case=Egr,koi_uh-ud-train_Case=Egr,koi_uh-ud-test_Case=Egr
0,sl_ssj-ud-test_Case=Ins,2.545555723427161,7.981074945792395,2.6649321774579495,2.6649321774579495,2.6649321774579495
1,sl_ssj-ud-dev_Case=Ins,2.5239236969344105,7.923677461391118,2.7413368399473135,2.7413368399473135,2.7413368399473135
2,sl_ssj-ud-train_Case=Ins,2.5299678809408133,7.956056567922635,2.697949439910849,2.697949439910849,2.697949439910849
3,xcl_caval-ud-train_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
4,xcl_caval-ud-dev_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
5,xcl_caval-ud-test_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
6,hu_szeged-ud-dev_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
7,hu_szeged-ud-test_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
8,hu_szeged-ud-train_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
9,xav_xdt-ud-test_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
10,tr_pud-ud-test_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
11,fi_ood-ud-test_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
12,pl_pdb-ud-test_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
13,pl_pdb-ud-train_Case=Ins,3331.923968720376,3326.523235050875,3335.8910353906954,3335.8910353906954,3335.8910353906954
14,pl_pdb-ud-dev_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
15,sah_yktdt-ud-test_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
16,uk_iu-ud-dev_Case=Ins,2.1705089325049305,6.559956313444691,4.424265218622617,4.424265218622617,4.424265218622617
17,uk_iu-ud-train_Case=Ins,2.265205527401182,6.3629889892145854,4.714933003721951,4.714933003721951,4.714933003721951
18,uk_iu-ud-test_Case=Ins,2.2782148678864003,6.319638897895404,4.78021517915417,4.78021517915417,4.78021517915417
19,sa_vedic-ud-test_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
20,sa_vedic-ud-train_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
21,sa_vedic-ud-dev_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
22,hr_set-ud-dev_Case=Ins,2.1787417374264675,6.751470846888016,4.193132313244931,4.193132313244931,4.193132313244931
23,hr_set-ud-train_Case=Ins,2.183939245981807,6.916124766325295,3.9671141971867048,3.9671141971867048,3.9671141971867048
24,hr_set-ud-test_Case=Ins,2.1738395136928848,6.999786196929239,3.8596640789997627,3.8596640789997627,3.8596640789997627
25,orv_rnc-ud-dev_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
26,orv_rnc-ud-train_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
27,orv_rnc-ud-test_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
28,tr_atis-ud-dev_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
29,tr_atis-ud-train_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
30,tr_atis-ud-test_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
31,hi_pud-ud-test_Case=Ins,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
32,tr_kenet-ud-dev_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
33,tr_kenet-ud-test_Case=Ins,4.58257569495584,10.36822067666386,0.0,0.0,0.0
34,tr_kenet-ud-train_Case=Ins,1986.6514540804585,1982.0278756869188,1990.392172412261,1990.392172412261,1990.392172412261
35,sk_snk-ud-dev_Case=Ins,2.727180740783311,6.073192623246299,5.280498900582525,5.280498900582525,5.280498900582525
36,sk_snk-ud-test_Case=Ins,2.9283544040247134,5.749191307657235,5.731899447851193,5.731899447851193,5.731899447851193
