,Treebank,hu_szeged-ud-dev_Case=Tem,hu_szeged-ud-test_Case=Tem,hu_szeged-ud-train_Case=Tem,fa_seraji-ud-dev_Case=Tem,fa_seraji-ud-test_Case=Tem,fa_seraji-ud-train_Case=Tem,gub_tudet-ud-test_Case=Tem,lzh_tuecl-ud-test_Case=Tem,apu_ufpa-ud-test_Case=Tem,egy_ujaen-ud-test_Case=Tem,nyq_aha-ud-test_Case=Tem,mdf_jr-ud-test_Case=Tem,mdf_jr-ud-train_Case=Tem,myv_jr-ud-test_Case=Tem,myv_jr-ud-train_Case=Tem,kfm_aha-ud-test_Case=Tem,soj_aha-ud-test_Case=Tem,he_htb-ud-train_Case=Tem,lzh_kyoto-ud-dev_Case=Tem,lzh_kyoto-ud-train_Case=Tem,lzh_kyoto-ud-test_Case=Tem,gu_gujtb-ud-test_Case=Tem
0,hu_szeged-ud-dev_Case=All,0.18633568127456296,0.3201992971410781,0.3201992971410781,1.29172958692549,1.29172958692549,1.29172958692549,0.3201992971410781,1.29172958692549,1.29172958692549,1.29172958692549,1.29172958692549,1.29172958692549,1.29172958692549,1.3054519289259952,3.344762061831454,1.29172958692549,1.29172958692549,7.113379583525935,1.29172958692549,1.29172958692549,1.29172958692549,4.050236336603393
1,hu_szeged-ud-test_Case=All,0.1536129511971897,0.2525381361380526,0.2525381361380526,1.2216165268919335,1.2216165268919335,1.2216165268919335,0.2525381361380526,1.2216165268919335,1.2216165268919335,1.2216165268919335,1.2216165268919335,1.2216165268919335,1.2216165268919335,1.374471656892534,3.390036421452653,1.2216165268919335,1.2216165268919335,7.177060964045983,1.2216165268919335,1.2216165268919335,1.2216165268919335,4.096103175518141
2,hu_szeged-ud-train_Case=All,0.13248953918415105,0.2554424522554568,0.2554424522554568,1.2334468765583195,1.2334468765583195,1.2334468765583195,0.2554424522554568,1.2334468765583195,1.2334468765583195,1.2334468765583195,1.2334468765583195,1.2334468765583195,1.2334468765583195,1.3575819033089898,3.380073959134814,1.2334468765583195,1.2334468765583195,7.166680087599364,1.2334468765583195,1.2334468765583195,1.2334468765583195,4.086175448237961
3,fi_ood-ud-test_Case=All,0.403807504330443,0.5188594036020282,0.5188594036020282,1.4885496183206106,1.4885496183206106,1.4885496183206106,0.5188594036020282,1.4885496183206106,1.4885496183206106,1.4885496183206106,1.4885496183206106,1.4885496183206106,1.4885496183206106,1.1791964674581203,3.2253376361190145,1.4885496183206106,1.4885496183206106,6.931173179598945,1.4885496183206106,1.4885496183206106,1.4885496183206106,3.9280428236231977
4,ess_sli-ud-test_Case=All,40.57439155427965,40.66939881532551,40.66939881532551,41.43669871020132,41.43669871020132,41.43669871020132,40.66939881532551,41.43669871020132,41.43669871020132,41.43669871020132,41.43669871020132,41.43669871020132,41.43669871020132,39.67086812483157,38.878014352587506,41.43669871020132,41.43669871020132,35.914829806084285,41.43669871020132,41.43669871020132,41.43669871020132,38.54867053479276
5,hit_hittb-ud-test_Case=All,0.1767766952966369,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5634719199411433,3.5355339059327378,1.0,1.0,7.3739406018763125,1.0,1.0,1.0,4.242640687119285
6,et_ewt-ud-train_Case=All,0.3088038248566454,0.4135739305083116,0.4135739305083116,1.3930450983353315,1.3930450983353315,1.3930450983353315,0.4135739305083116,1.3930450983353315,1.3930450983353315,1.3930450983353315,1.3930450983353315,1.3930450983353315,1.3930450983353315,1.2472337419694854,3.278294567453647,1.3930450983353315,1.3930450983353315,7.014991510757237,1.3930450983353315,1.3930450983353315,1.3930450983353315,3.982769092728838
7,et_ewt-ud-test_Case=All,0.36622989661823796,0.48805270012001417,0.48805270012001417,1.4619432297123496,1.4619432297123496,1.4619432297123496,0.48805270012001417,1.4619432297123496,1.4619432297123496,1.4619432297123496,1.4619432297123496,1.4619432297123496,1.4619432297123496,1.192770323498364,3.238902440036762,1.4619432297123496,1.4619432297123496,6.958486537145539,1.4619432297123496,1.4619432297123496,1.4619432297123496,3.942200874089551
8,et_ewt-ud-dev_Case=All,0.3055602565974745,0.41099049492265494,0.41099049492265494,1.3878741802897074,1.3878741802897074,1.3878741802897074,0.41099049492265494,1.3878741802897074,1.3878741802897074,1.3878741802897074,1.3878741802897074,1.3878741802897074,1.3878741802897074,1.2509252343928574,3.2826375528561815,1.3878741802897074,1.3878741802897074,7.022172276310152,1.3878741802897074,1.3878741802897074,1.3878741802897074,3.987112805868752
9,ml_ufal-ud-test_Case=All,3.6443449342783127,3.7416573867739413,3.7416573867739413,4.58257569495584,4.58257569495584,4.58257569495584,3.7416573867739413,4.58257569495584,4.58257569495584,4.58257569495584,4.58257569495584,4.58257569495584,4.58257569495584,2.9059326290271152,3.391164991562634,4.58257569495584,4.58257569495584,5.086747487343951,4.58257569495584,4.58257569495584,4.58257569495584,3.7416573867739413
10,egy_ujaen-ud-test_Case=All,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
11,olo_kkpp-ud-test_Case=All,0.33440770385368546,0.385694607919935,0.385694607919935,1.3016200966614866,1.3016200966614866,1.3016200966614866,0.385694607919935,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3659912326769268,3.3593338576185237,1.3016200966614866,1.3016200966614866,7.130353578102585,1.3016200966614866,1.3016200966614866,1.3016200966614866,4.06354484338673
12,olo_kkpp-ud-train_Case=All,0.6373774391990981,0.7071067811865476,0.7071067811865476,1.5811388300841898,1.5811388300841898,1.5811388300841898,0.7071067811865476,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.2692955176439848,3.24037034920393,1.5811388300841898,1.5811388300841898,6.937218462755804,1.5811388300841898,1.5811388300841898,1.5811388300841898,3.9370039370059056
