,Treebank,hu_szeged-ud-dev_Case=Tem,hu_szeged-ud-test_Case=Tem,hu_szeged-ud-train_Case=Tem,fa_seraji-ud-dev_Case=Tem,fa_seraji-ud-test_Case=Tem,fa_seraji-ud-train_Case=Tem,gub_tudet-ud-test_Case=Tem,lzh_tuecl-ud-test_Case=Tem,apu_ufpa-ud-test_Case=Tem,egy_ujaen-ud-test_Case=Tem,nyq_aha-ud-test_Case=Tem,mdf_jr-ud-test_Case=Tem,mdf_jr-ud-train_Case=Tem,myv_jr-ud-test_Case=Tem,myv_jr-ud-train_Case=Tem,kfm_aha-ud-test_Case=Tem,soj_aha-ud-test_Case=Tem,he_htb-ud-train_Case=Tem,lzh_kyoto-ud-dev_Case=Tem,lzh_kyoto-ud-train_Case=Tem,lzh_kyoto-ud-test_Case=Tem,gu_gujtb-ud-test_Case=Tem
0,hu_szeged-ud-dev_Case=Ade,0.3423265984407288,0.4050462936504913,0.4050462936504913,1.3375584099395434,1.3375584099395434,1.3375584099395434,0.4050462936504913,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3323564129432903,3.33190073381546,1.3375584099395434,1.3375584099395434,7.093681167066927,1.3375584099395434,1.3375584099395434,1.3375584099395434,4.035971072740735
1,hu_szeged-ud-test_Case=Ade,0.2179958470914353,0.335299918733898,0.335299918733898,1.3144621146642357,1.3144621146642357,1.3144621146642357,0.335299918733898,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.2881904294441509,3.3277566763574256,1.3144621146642357,1.3144621146642357,7.0864797513484925,1.3144621146642357,1.3144621146642357,1.3144621146642357,4.033146685821024
2,hu_szeged-ud-train_Case=Ade,0.25248762345905196,0.3082207001484488,0.3082207001484488,1.2629330940315089,1.2629330940315089,1.2629330940315089,0.3082207001484488,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.3684947123674895,3.3682339586198577,1.2629330940315089,1.2629330940315089,7.148076664390219,1.2629330940315089,1.2629330940315089,1.2629330940315089,4.073696110413736
3,fi_ood-ud-test_Case=Ade,0.6952094318493588,0.8146657764756383,0.8146657764756383,1.7886065521032837,1.7886065521032837,1.7886065521032837,0.8146657764756383,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.004184862959356,3.0537022857828333,1.7886065521032837,1.7886065521032837,6.676827009144226,1.7886065521032837,1.7886065521032837,1.7886065521032837,3.7493174198462085
4,et_ewt-ud-train_Case=Ade,0.8073996438258839,0.9298928155685491,0.9298928155685491,1.897422799077966,1.897422799077966,1.897422799077966,0.9298928155685491,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,0.9585681347808531,3.004316739860972,1.897422799077966,1.897422799077966,6.589346904259317,1.897422799077966,1.897422799077966,1.897422799077966,3.6956951657842976
5,et_ewt-ud-test_Case=Ade,0.7880790829320395,0.9091540382121331,0.9091540382121331,1.8771070193697335,1.8771070193697335,1.8771070193697335,0.9091540382121331,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,0.9709390719087604,3.0139901829258147,1.8771070193697335,1.8771070193697335,6.597236600438635,1.8771070193697335,1.8771070193697335,1.8771070193697335,3.706164051183965
6,et_ewt-ud-dev_Case=Ade,1.0975632381454816,1.2126901021904224,1.2126901021904224,2.166296264635297,2.166296264635297,2.166296264635297,1.2126901021904224,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,0.9488134240092975,2.900872580516949,2.166296264635297,2.166296264635297,6.3806178345531155,2.166296264635297,2.166296264635297,2.166296264635297,3.578260836954728
7,olo_kkpp-ud-test_Case=Ade,0.9074655736241566,1.0526315789473684,1.0526315789473684,2.0006924009208644,2.0006924009208644,2.0006924009208644,1.0526315789473684,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,0.9031254509637721,2.9784544877728236,2.0006924009208644,2.0006924009208644,6.53201682233849,2.0006924009208644,2.0006924009208644,2.0006924009208644,3.663853533464655
8,vep_vwt-ud-test_Case=Ade,0.5711829829397931,0.697614984548545,0.697614984548545,1.6593171286204857,1.6593171286204857,1.6593171286204857,0.697614984548545,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.0635370755695879,3.1336879231984796,1.6593171286204857,1.6593171286204857,6.783190006675817,1.6593171286204857,1.6593171286204857,1.6593171286204857,3.832318706301274
9,fi_tdt-ud-train_Case=Ade,1.0380414378880554,1.1640891530224247,1.1640891530224247,2.1333499449356674,2.1333499449356674,2.1333499449356674,1.1640891530224247,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,0.8812302565867537,2.892214977790049,2.1333499449356674,2.1333499449356674,6.3796598091441865,2.1333499449356674,2.1333499449356674,2.1333499449356674,3.573075462688525
