,Treebank,es_gsd-ud-train_Case=Com,fi_ood-ud-test_Case=Com,es_ancora-ud-train_Case=Com,es_ancora-ud-test_Case=Com,es_ancora-ud-dev_Case=Com,sms_giellagas-ud-test_Case=Com,et_ewt-ud-train_Case=Com,et_ewt-ud-test_Case=Com,et_ewt-ud-dev_Case=Com,ml_ufal-ud-test_Case=Com,apu_ufpa-ud-test_Case=Com,egy_ujaen-ud-test_Case=Com,mr_ufal-ud-train_Case=Com,olo_kkpp-ud-test_Case=Com,mdf_jr-ud-test_Case=Com,vep_vwt-ud-test_Case=Com,es_pud-ud-test_Case=Com,fi_tdt-ud-train_Case=Com,fi_tdt-ud-test_Case=Com,fi_tdt-ud-dev_Case=Com,myv_jr-ud-test_Case=Com,myv_jr-ud-train_Case=Com,kpv_ikdp-ud-test_Case=Com,kpv_lattice-ud-test_Case=Com,fi_pud-ud-test_Case=Com,et_edt-ud-dev_Case=Com,et_edt-ud-train_Case=Com,et_edt-ud-test_Case=Com,sjo_xdt-ud-test_Case=Com,wbp_ufal-ud-test_Case=Com,koi_uh-ud-test_Case=Com,sme_giella-ud-train_Case=Com,sme_giella-ud-test_Case=Com,arr_tudet-ud-test_Case=Com,ta_mwtt-ud-test_Case=Com,ta_ttb-ud-train_Case=Com,ta_ttb-ud-dev_Case=Com,ta_ttb-ud-test_Case=Com,krl_kkpp-ud-test_Case=Com,eu_bdt-ud-train_Case=Com,eu_bdt-ud-test_Case=Com,eu_bdt-ud-dev_Case=Com,fi_ftb-ud-dev_Case=Com,fi_ftb-ud-train_Case=Com,fi_ftb-ud-test_Case=Com,bxr_bdt-ud-test_Case=Com,bej_nsc-ud-test_Case=Com
0,hu_szeged-ud-dev_Case=Tra,3.5838177967078626,1.3110110602126894,7.958878689865803,1.5309310892394863,1.5309310892394863,1.5309310892394863,8.522080072695404,6.305149246829404,10.112423318468272,9.916841735149351,1.5309310892394863,1.5309310892394863,1.5309310892394863,1.5309310892394863,1.5309310892394863,9.700193297043105,1.5309310892394863,1.6001833440871325,0.5863019699779287,1.5309310892394863,1.5309310892394863,2.084166500066633,1.5309310892394863,18.089188760140683,0.4823265376162594,4.115593890854922,3.984248650117451,3.6476984105143178,1.5309310892394863,1.5309310892394863,6.733776800577815,14.72932873555343,6.545427122285599,1.5309310892394863,1.5309310892394863,1.5309310892394863,1.5309310892394863,2.5186802099512358,1.159202311936963,38.619898080882834,29.370419264589632,38.0841994795742,0.38640077064565426,0.38117059772901496,0.41683330001332675,0.6043489085832663,1.5309310892394863
1,hu_szeged-ud-test_Case=Tra,3.8133537295491835,1.594260539142416,8.228507357554792,1.1726039399558574,1.1726039399558574,1.1726039399558574,8.787810721900568,6.561349597449057,10.365513519523093,10.150944126861631,1.1726039399558574,1.1726039399558574,1.1726039399558574,1.1726039399558574,1.1726039399558574,9.968701018688442,1.1726039399558574,1.8683271283432679,0.2041241452319316,1.1726039399558574,1.1726039399558574,2.318404623873926,1.1726039399558574,18.340528890956225,0.3908679799852857,4.373928248193378,4.2377265629912895,3.8965440899091996,1.1726039399558574,1.1726039399558574,6.955213871621777,14.979847573768344,6.790578874532506,1.1726039399558574,1.1726039399558574,1.1726039399558574,1.1726039399558574,2.715695122800054,1.3070322617798436,38.88730155490635,29.638329162683167,38.353074626857925,0.5137011669140813,0.5180518885854698,0.5671566509057852,0.8471716027570247,1.1726039399558574
2,hu_szeged-ud-train_Case=Tra,3.847388724836626,1.6316862443496911,8.266946231831922,1.1235657524150513,1.1235657524150513,1.1235657524150513,8.824048509542852,6.596962987705557,10.400949734130092,10.18441947290075,1.1235657524150513,1.1235657524150513,1.1235657524150513,1.1235657524150513,1.1235657524150513,10.00511868995066,1.1235657524150513,1.9056179028957339,0.14966629547095772,1.1235657524150513,1.1235657524150513,2.3542302351299456,1.1235657524150513,18.375592507454012,0.40573664145874494,4.409709011516024,4.273135929366372,3.9315820689687278,1.1235657524150513,1.1235657524150513,6.987302770025069,15.014989177485276,6.825395821336212,1.1235657524150513,1.1235657524150513,1.1235657524150513,1.1235657524150513,2.7463430230034995,1.335065541462291,38.92413789811035,29.67524520164539,38.3905248726818,0.5397118572802425,0.5516785185580463,0.5986651818838307,0.8859901310944125,1.1235657524150513
3,fi_ood-ud-test_Case=Tra,2.8042561502973262,1.5148884576888824,6.619073078501955,3.451894652855358,3.451894652855358,3.451894652855358,7.282015661078739,5.174381690812363,8.870313514576388,8.782921759041573,3.451894652855358,3.451894652855358,3.451894652855358,3.451894652855358,3.451894652855358,8.437501926718413,3.451894652855358,1.4921880751987637,2.5089613467008616,3.451894652855358,3.451894652855358,1.7275827655000482,3.451894652855358,16.808815138182222,2.2308920584384513,3.1499601557954833,3.060453355968023,2.8031867133662156,3.451894652855358,3.451894652855358,5.761201156302125,13.45969618981044,5.44767553067641,3.451894652855358,3.451894652855358,3.451894652855358,3.451894652855358,2.2480008293802234,1.9168196013361787,37.209247836890384,27.9695692270734,36.63322484987239,2.080253371358266,1.9611864091335514,1.962332568196461,1.7103075957300402,3.451894652855358
4,et_ewt-ud-train_Case=Tra,3.0066932137537163,2.16403817537718,6.42518958665733,4.0984566532751705,4.0984566532751705,4.0984566532751705,7.100273948845358,5.0927817586748185,8.677955410284392,8.634080549703919,4.0984566532751705,4.0984566532751705,4.0984566532751705,4.0984566532751705,4.0984566532751705,8.232179268590066,4.0984566532751705,2.141761624724576,3.20894794890405,4.0984566532751705,4.0984566532751705,2.2766337484298598,4.0984566532751705,16.550923274080205,2.944817500861248,3.254085947358538,3.19001282893409,2.9917942594551357,4.0984566532751705,4.0984566532751705,5.726896798334637,13.225517427476696,5.3718485989102955,4.0984566532751705,4.0984566532751705,4.0984566532751705,4.0984566532751705,2.7013602015976153,2.5685301124914828,36.89028302764036,27.65861410556145,36.31510199150019,2.7844034359860754,2.6935938316888928,2.6987147356639594,2.455712290511575,4.0984566532751705
5,et_ewt-ud-test_Case=Tra,2.9571773634977787,2.1618208500602223,6.377575510157061,4.100771455544949,4.100771455544949,4.100771455544949,7.077463443078165,5.0629366686982955,8.644864481442903,8.599952539024235,4.100771455544949,4.100771455544949,4.100771455544949,4.100771455544949,4.100771455544949,8.21335398442496,4.100771455544949,2.114092655278392,3.2007652146297256,4.100771455544949,4.100771455544949,2.242902638301083,4.100771455544949,16.523637984563145,2.930216340213384,3.226877559713487,3.1605787255562197,2.9607254908306166,4.100771455544949,4.100771455544949,5.691024082012025,13.192912251412476,5.336521156135954,4.100771455544949,4.100771455544949,4.100771455544949,4.100771455544949,2.6649654437396615,2.5414924106653136,36.86048419085919,27.628467195023422,36.27319806632969,2.7865281676353,2.673391492867398,2.685258319956938,2.4378287345736234,4.100771455544949
6,et_ewt-ud-dev_Case=Tra,3.638981657002409,3.399218660221787,6.163780292969567,5.3378073681990434,5.3378073681990434,5.3378073681990434,6.853880299094885,5.087858004135723,8.363231061078713,8.384789055187971,5.3378073681990434,5.3378073681990434,5.3378073681990434,5.3378073681990434,5.3378073681990434,7.897289883244758,5.3378073681990434,3.329267822614137,4.485218779502289,5.3378073681990434,5.3378073681990434,3.3715259898152943,5.3378073681990434,16.042667717683365,4.228602179076307,3.69723442287895,3.6768721477964643,3.5826232820609887,5.3378073681990434,5.3378073681990434,5.765603827874406,12.770510463564094,5.354402407526293,5.3378073681990434,5.3378073681990434,5.3378073681990434,5.3378073681990434,3.6561164505524166,3.7904073000140763,36.219659237460775,27.01194116086028,35.62467105111288,4.075566593193584,3.9895084288875653,3.9933929809123465,3.752277201142644,5.3378073681990434
7,gub_tudet-ud-test_Case=Tra,4.743416490252569,2.6457513110645907,9.219544457292887,0.0,0.0,0.0,9.727331990547098,7.497106880006976,11.28188777357483,11.022703842524301,0.0,0.0,0.0,0.0,0.0,10.908712114635714,0.0,2.9067128499108295,1.0,0.0,0.0,3.3166247903554,0.0,19.235384061671343,1.3743685418725535,5.331827029066583,5.189646676477866,4.845626776316869,0.0,0.0,7.810249675906654,15.880412463157246,7.707374917435497,0.0,0.0,0.0,0.0,3.605551275463989,2.23606797749979,39.816070178314234,30.571410028180104,39.29694644625712,1.5456030825826172,1.614826143444763,1.6370705543744901,1.959507443590762,0.0
8,olo_kkpp-ud-test_Case=Tra,3.3730625580335984,1.2037356818823368,7.682474091285001,1.932535608352669,1.932535608352669,1.932535608352669,8.273315237795275,6.064031190467921,9.858879439110025,9.670595026329316,1.932535608352669,1.932535608352669,1.932535608352669,1.932535608352669,1.932535608352669,9.450191662023558,1.932535608352669,1.406979685970872,1.0101525445522108,1.932535608352669,1.932535608352669,1.8952141659173711,1.932535608352669,17.833126707430342,0.8192690730516788,3.8930768788083134,3.7651314295900327,3.4334422161737383,1.932535608352669,1.932535608352669,6.515288143423645,14.468958680780121,6.308041155537482,1.932535608352669,1.932535608352669,1.932535608352669,1.932535608352669,2.3647064796066926,1.1428571428571428,38.33134792255668,29.085474942103144,37.77356002198752,0.743070787348916,0.5699689813783242,0.59795570104161,0.6286036269525054,1.932535608352669
9,mdf_jr-ud-test_Case=Tra,2.9843340965783307,2.069118169655856,6.492784456610276,3.9567979478361033,3.9567979478361033,3.9567979478361033,7.165466092375824,5.135584212785491,8.748036969883376,8.676476819539138,3.9567979478361033,3.9567979478361033,3.9567979478361033,3.9567979478361033,3.9567979478361033,8.300978857941995,3.9567979478361033,2.061088725575364,3.0669610365963242,3.9567979478361033,3.9567979478361033,2.2150056433336687,3.9567979478361033,16.632986803337516,2.806861632183215,3.2596952425713597,3.1894010160512596,2.9782914268252756,3.9567979478361033,3.9567979478361033,5.75814640314051,13.306483382171264,5.421550650067485,3.9567979478361033,3.9567979478361033,3.9567979478361033,3.9567979478361033,2.62797450520358,2.481179155159901,36.99657454113525,27.762697295311764,36.43530224932957,2.646407418033403,2.569172662051003,2.5760920014626807,2.3229118410924685,3.9567979478361033
