,Treebank,kmr_mg-ud-train_Case=Con,kmr_mg-ud-test_Case=Con
0,el_gud-ud-train_Case=Voc,5.660535899247232,5.089535247003751
1,el_gud-ud-test_Case=Voc,7.929375763576853,7.861295230714814
2,fa_seraji-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
3,fa_seraji-ud-test_Case=Voc,11.973930014828047,9.907268912419791
4,fa_seraji-ud-train_Case=Voc,11.973930014828047,9.907268912419791
5,sga_dipsgg-ud-test_Case=Voc,11.973930014828047,9.907268912419791
6,pl_pdb-ud-test_Case=Voc,8.659517590371832,6.963168939468751
7,pl_pdb-ud-train_Case=Voc,8.230285736582,6.565275676591759
8,pl_pdb-ud-dev_Case=Voc,9.105767403135225,7.180912905036166
9,uk_iu-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
10,uk_iu-ud-train_Case=Voc,33.096449960683096,34.54216664560972
11,uk_iu-ud-test_Case=Voc,11.973930014828047,9.907268912419791
12,sa_vedic-ud-test_Case=Voc,338.0153472847054,339.58407465357516
13,sa_vedic-ud-train_Case=Voc,150.17494299700974,151.71884486364803
14,sa_vedic-ud-dev_Case=Voc,406.0250915891775,407.5961405991445
15,kmr_mg-ud-test_Case=Voc,11.973930014828047,9.907268912419791
16,hr_set-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
17,hr_set-ud-train_Case=Voc,25.266083986245278,26.617333533926423
18,hr_set-ud-test_Case=Voc,11.973930014828047,9.907268912419791
19,orv_rnc-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
20,orv_rnc-ud-train_Case=Voc,52.361324785888804,53.53517807172788
21,orv_rnc-ud-test_Case=Voc,9.433981132056603,8.925572173080461
22,cpg_tuecl-ud-test_Case=Voc,17.78693340629576,18.794721826722405
23,la_circse-ud-test_Case=Voc,44.05725441589236,45.56624771773828
24,grc_perseus-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
25,grc_perseus-ud-train_Case=Voc,11.973930014828047,9.907268912419791
26,grc_perseus-ud-test_Case=Voc,11.973930014828047,9.907268912419791
27,qpm_philotis-ud-train_Case=Voc,80.76122213042594,82.17180217199518
28,qpm_philotis-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
29,qpm_philotis-ud-test_Case=Voc,11.973930014828047,9.907268912419791
30,la_perseus-ud-test_Case=Voc,11.973930014828047,9.907268912419791
31,la_perseus-ud-train_Case=Voc,11.973930014828047,9.907268912419791
32,sk_snk-ud-train_Case=Voc,11.973930014828047,9.907268912419791
33,lt_hse-ud-train_Case=Voc,11.973930014828047,9.907268912419791
34,ess_sli-ud-test_Case=Voc,11.973930014828047,9.907268912419791
35,hit_hittb-ud-test_Case=Voc,11.973930014828047,9.907268912419791
36,sa_ufal-ud-test_Case=Voc,11.973930014828047,9.907268912419791
37,be_hse-ud-train_Case=Voc,11.973930014828047,9.907268912419791
38,be_hse-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
39,be_hse-ud-test_Case=Voc,11.973930014828047,9.907268912419791
40,cs_pud-ud-test_Case=Voc,11.973930014828047,9.907268912419791
41,orv_ruthenian-ud-test_Case=Voc,7.508328708840604,5.928155564582472
42,orv_ruthenian-ud-train_Case=Voc,6.4323401651343035,5.358733161729558
43,orv_ruthenian-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
44,ml_ufal-ud-test_Case=Voc,11.973930014828047,9.907268912419791
45,egy_ujaen-ud-test_Case=Voc,11.973930014828047,9.907268912419791
46,ro_nonstandard-ud-test_Case=Voc,16.060216547592237,16.644239265937237
47,ro_nonstandard-ud-dev_Case=Voc,63.971673418787475,65.22941518241771
48,ro_nonstandard-ud-train_Case=Voc,28.056282718849268,29.162509874309166
49,ro_simonero-ud-train_Case=Voc,10.11805317242403,8.112392471371745
50,mr_ufal-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
51,mr_ufal-ud-test_Case=Voc,11.973930014828047,9.907268912419791
52,ro_tuecl-ud-test_Case=Voc,7.897784499465657,5.973234027581298
53,lt_alksnis-ud-test_Case=Voc,11.973930014828047,9.907268912419791
54,lt_alksnis-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
55,lt_alksnis-ud-train_Case=Voc,11.973930014828047,9.907268912419791
56,vi_tuecl-ud-test_Case=Voc,11.973930014828047,9.907268912419791
57,cu_proiel-ud-train_Case=Voc,11.71215896365942,12.011026078856897
