,Treebank,hu_szeged-ud-dev_Case=Dis,hu_szeged-ud-test_Case=Dis,hu_szeged-ud-train_Case=Dis
0,sah_yktdt-ud-test_Case=Cmp,1.224744871391589,1.0,1.0
1,ml_ufal-ud-test_Case=Cmp,2.345207879911715,2.23606797749979,2.23606797749979
2,egy_ujaen-ud-test_Case=Cmp,0.7071067811865476,0.0,0.0
3,mdf_jr-ud-test_Case=Cmp,0.7071067811865476,0.0,0.0
4,myv_jr-ud-test_Case=Cmp,0.7071067811865476,0.0,0.0
5,myv_jr-ud-train_Case=Cmp,12.864680330268607,12.84523257866513,12.84523257866513
6,kpv_lattice-ud-test_Case=Cmp,0.7071067811865476,0.0,0.0
7,sjo_xdt-ud-test_Case=Cmp,10.653637876331258,10.63014581273465,10.63014581273465
8,koi_uh-ud-train_Case=Cmp,0.7071067811865476,0.0,0.0
9,gu_gujtb-ud-test_Case=Cmp,1.224744871391589,1.0,1.0
