,Treebank,sah_yktdt-ud-test_Case=Cmp,ml_ufal-ud-test_Case=Cmp,egy_ujaen-ud-test_Case=Cmp,mdf_jr-ud-test_Case=Cmp,myv_jr-ud-test_Case=Cmp,myv_jr-ud-train_Case=Cmp,kpv_lattice-ud-test_Case=Cmp,sjo_xdt-ud-test_Case=Cmp,koi_uh-ud-train_Case=Cmp,gu_gujtb-ud-test_Case=Cmp
0,egy_ujaen-ud-test_Case=Lat,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
1,mdf_jr-ud-test_Case=Lat,33.81567683782183,32.977264895682296,34.677081768799404,34.677081768799404,34.677081768799404,26.52357441974969,34.677081768799404,28.905016865589268,34.677081768799404,33.81567683782183
2,myv_jr-ud-test_Case=Lat,8.85045640136127,8.077107738633156,9.717071966559976,9.717071966559976,9.717071966559976,8.45112345213971,9.717071966559976,8.407985185288629,9.717071966559976,8.85045640136127
3,myv_jr-ud-train_Case=Lat,10.89923797472796,10.102777623133122,11.769480071652476,11.769480071652476,11.769480071652476,8.690262433150382,11.769480071652476,9.257563358618885,11.769480071652476,10.89923797472796
4,sjo_xdt-ud-test_Case=Lat,0.2651650429449553,1.3020416659999787,1.202211503854459,1.202211503854459,1.202211503854459,11.845687506430346,1.202211503854459,9.76961168624424,1.202211503854459,0.2651650429449553
5,eu_bdt-ud-train_Case=Lat,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
6,eu_bdt-ud-test_Case=Lat,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
7,eu_bdt-ud-dev_Case=Lat,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
8,fi_ftb-ud-dev_Case=Lat,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
9,fi_ftb-ud-train_Case=Lat,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
10,fi_ftb-ud-test_Case=Lat,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
11,ab_abnc-ud-test_Case=Lat,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
