,Treebank,egy_ujaen-ud-test_Case=Sub
0,hi_pud-ud-test_Case=Erg,1.3416407864998738
1,ess_sli-ud-test_Case=Erg,0.894427190999916
2,mr_ufal-ud-dev_Case=Erg,0.894427190999916
3,mr_ufal-ud-test_Case=Erg,0.894427190999916
4,mr_ufal-ud-train_Case=Erg,0.894427190999916
5,wbp_ufal-ud-test_Case=Erg,0.894427190999916
6,ka_glc-ud-test_Case=Erg,0.894427190999916
7,eu_bdt-ud-train_Case=Erg,0.894427190999916
8,eu_bdt-ud-test_Case=Erg,0.894427190999916
9,eu_bdt-ud-dev_Case=Erg,0.894427190999916
10,gu_gujtb-ud-test_Case=Erg,0.894427190999916
