,Treebank,sah_yktdt-ud-test_Case=Cmp,ml_ufal-ud-test_Case=Cmp,egy_ujaen-ud-test_Case=Cmp,mdf_jr-ud-test_Case=Cmp,myv_jr-ud-test_Case=Cmp,myv_jr-ud-train_Case=Cmp,kpv_lattice-ud-test_Case=Cmp,sjo_xdt-ud-test_Case=Cmp,koi_uh-ud-train_Case=Cmp,gu_gujtb-ud-test_Case=Cmp
0,hu_szeged-ud-dev_Case=Ter,0.5211573066470477,1.1758894715842625,1.469861839480328,1.469861839480328,1.469861839480328,11.635407859176347,1.469861839480328,9.594236953299069,1.469861839480328,0.5211573066470477
1,hu_szeged-ud-test_Case=Ter,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
2,hu_szeged-ud-train_Case=Ter,0.15590239111558088,1.3320306135954818,1.1288514320120056,1.1288514320120056,1.1288514320120056,11.896398848204257,1.1288514320120056,9.8119470827943,1.1288514320120056,0.15590239111558088
3,et_ewt-ud-train_Case=Ter,0.51478150704935,1.1683321445547923,1.4713938969562161,1.4713938969562161,1.4713938969562161,11.595904449416615,1.4713938969562161,9.589838371943502,1.4713938969562161,0.51478150704935
4,et_ewt-ud-test_Case=Ter,0.3535533905932738,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,11.795126112085448,1.2747548783981961,9.72753822917186,1.2747548783981961,0.3535533905932738
5,et_ewt-ud-dev_Case=Ter,0.282842712474619,1.2961481396815722,1.2165525060596438,1.2165525060596438,1.2165525060596438,11.801694793545545,1.2165525060596438,9.761147473529943,1.2165525060596438,0.282842712474619
6,olo_kkpp-ud-test_Case=Ter,1.4142135623730951,1.4142135623730951,2.23606797749979,2.23606797749979,2.23606797749979,11.045361017187261,2.23606797749979,9.273618495495704,2.23606797749979,1.4142135623730951
7,vep_vwt-ud-test_Case=Ter,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
8,kpv_ikdp-ud-test_Case=Ter,1.4142135623730951,1.4142135623730951,2.23606797749979,2.23606797749979,2.23606797749979,11.224972160321824,2.23606797749979,9.273618495495704,2.23606797749979,1.4142135623730951
9,kpv_lattice-ud-test_Case=Ter,2.4907993963089563,1.9059520091609048,3.431546328418375,3.431546328418375,3.431546328418375,10.19403587137787,3.431546328418375,8.378787599208675,3.431546328418375,2.4907993963089563
10,et_edt-ud-dev_Case=Ter,0.18311646218632124,1.306885704021127,1.1658100334413286,1.1658100334413286,1.1658100334413286,11.841434801169642,1.1658100334413286,9.785420883706626,1.1658100334413286,0.18311646218632124
11,et_edt-ud-train_Case=Ter,0.25719503542143074,1.270068837736157,1.2325679372360732,1.2325679372360732,1.2325679372360732,11.788376718685655,1.2325679372360732,9.7413873883881,1.2325679372360732,0.25719503542143074
12,et_edt-ud-test_Case=Ter,0.30267496697538676,1.2664151205606995,1.2567485880964147,1.2567485880964147,1.2567485880964147,11.769903845226496,1.2567485880964147,9.73020955526098,1.2567485880964147,0.30267496697538676
13,ab_abnc-ud-test_Case=Ter,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
14,gu_gujtb-ud-test_Case=Ter,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
