,Treebank,hu_szeged-ud-dev_Case=Sup,hu_szeged-ud-test_Case=Sup,hu_szeged-ud-train_Case=Sup,egy_ujaen-ud-test_Case=Sup
0,sl_ssj-ud-test_Case=Loc,1.6332113673172655,1.5562338576197072,1.5297517570299783,2.618603778329093
1,sl_ssj-ud-dev_Case=Loc,1.6284305917044355,1.5498610312696037,1.5231309060514318,2.6192505338582834
2,sl_ssj-ud-train_Case=Loc,1.6120360598126007,1.5349313426352285,1.5084048803365568,2.599685732683534
3,xcl_caval-ud-train_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
4,xcl_caval-ud-dev_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
5,xcl_caval-ud-test_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
6,hu_szeged-ud-train_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
7,fa_seraji-ud-dev_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
8,fa_seraji-ud-test_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
9,fa_seraji-ud-train_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
10,tr_pud-ud-test_Case=Loc,1033.8647033571274,1033.7960004394924,1033.7725361556552,1034.690775062772
11,pl_pdb-ud-test_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
12,pl_pdb-ud-train_Case=Loc,18056.121549982607,18056.039388325087,18056.010561959545,18057.104502106642
13,pl_pdb-ud-dev_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
14,uk_iu-ud-dev_Case=Loc,1.5457784882617398,1.4697826826232836,1.4436005022825928,2.5312407050621375
15,uk_iu-ud-train_Case=Loc,1.5760198366264826,1.499228734496981,1.4725588068003157,2.5631727626677683
16,uk_iu-ud-test_Case=Loc,1.5433862848418491,1.4658352388127596,1.4393062813444333,2.533995936859706
17,sa_vedic-ud-test_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
18,sa_vedic-ud-train_Case=Loc,2097.807172976736,2097.719896248611,2097.6893446800213,2098.8328767304088
19,sa_vedic-ud-dev_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
20,bn_bru-ud-test_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
21,hr_set-ud-dev_Case=Loc,1.5556809497159396,1.4783739062269718,1.4518569969981945,2.5506280728351767
22,hr_set-ud-train_Case=Loc,1.5430385615834759,1.4646011898299587,1.4377869175672855,2.5407626679910997
23,hr_set-ud-test_Case=Loc,1.5004103092747942,1.4223742110921727,1.3957888170896522,2.4989825192711765
24,orv_rnc-ud-dev_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
25,orv_rnc-ud-train_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
26,orv_rnc-ud-test_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
27,la_circse-ud-test_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
28,grc_perseus-ud-test_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
29,tr_atis-ud-dev_Case=Loc,10.889141033936676,10.809422707690894,10.781697129039506,11.875038059965105
30,tr_atis-ud-train_Case=Loc,53.88381722194143,53.80494664647692,53.77746694498408,54.8514508550107
31,tr_atis-ud-test_Case=Loc,12.899508187879992,12.820219369860956,12.792656340807225,13.881642554107206
32,hi_pud-ud-test_Case=Loc,0.08091436204516333,0.1718759595924155,0.20655293149750711,1.0068054866608844
33,la_perseus-ud-test_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
34,la_perseus-ud-train_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
35,tr_kenet-ud-dev_Case=Loc,596.5999013065838,596.5324485653383,596.5089027706074,597.4253091391425
36,tr_kenet-ud-test_Case=Loc,226.78795288189085,226.7208149511173,226.69733897919622,227.6115111324557
37,tr_kenet-ud-train_Case=Loc,338.78956761965725,338.7210263223107,338.6972718945011,339.6214166784343
38,sms_giellagas-ud-test_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
39,sms_giellagas-ud-train_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
40,sk_snk-ud-dev_Case=Loc,1.4910531454471052,1.4154834114978037,1.38902069729914,2.4801741740312764
41,sk_snk-ud-test_Case=Loc,1.4871432269812603,1.4117430578483268,1.3856472439467813,2.4719832760750484
42,sk_snk-ud-train_Case=Loc,1.5054788820306846,1.4305863196241702,1.4040248634843322,2.4900018580421874
43,lt_hse-ud-train_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
44,lt_hse-ud-test_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
45,lt_hse-ud-dev_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
46,ess_sli-ud-test_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
47,sa_ufal-ud-test_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
48,be_hse-ud-train_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
49,be_hse-ud-dev_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
50,be_hse-ud-test_Case=Loc,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
