,Treebank,kpv_ikdp-ud-test_Case=Prp,kpv_lattice-ud-test_Case=Prp
0,egy_ujaen-ud-test_Case=Lat,0.0,20.71231517720798
1,mdf_jr-ud-test_Case=Lat,33.81567683782183,25.0499500997507
2,myv_jr-ud-test_Case=Lat,8.85045640136127,16.28338909227985
3,myv_jr-ud-train_Case=Lat,10.89923797472796,15.729899938210531
4,sjo_xdt-ud-test_Case=Lat,0.2651650429449553,20.568673085544436
5,eu_bdt-ud-train_Case=Lat,1.0,21.494185260204677
6,eu_bdt-ud-test_Case=Lat,1.0,21.494185260204677
7,eu_bdt-ud-dev_Case=Lat,1.0,21.494185260204677
8,fi_ftb-ud-dev_Case=Lat,1.0,21.494185260204677
9,fi_ftb-ud-train_Case=Lat,1.0,21.494185260204677
10,fi_ftb-ud-test_Case=Lat,1.0,21.494185260204677
11,ab_abnc-ud-test_Case=Lat,1.0,21.494185260204677
