,Treebank,hu_szeged-ud-dev_Case=Sbl,hu_szeged-ud-test_Case=Sbl,hu_szeged-ud-train_Case=Sbl
0,hu_szeged-ud-dev_Case=Ill,0.13622471540758543,0.14446677272087172,0.12840152069800423
1,hu_szeged-ud-test_Case=Ill,0.21699807865522597,0.24003555918773736,0.22569819515471454
2,hu_szeged-ud-train_Case=Ill,0.13175602653571683,0.04550318020700559,0.0662615480815685
3,fi_ood-ud-test_Case=Ill,0.6740263587128097,0.7453958337362275,0.7168316035779686
4,sms_giellagas-ud-test_Case=Ill,4.9469378250780816,5.016573001593495,4.989247506697618
5,sms_giellagas-ud-train_Case=Ill,0.2858773475129578,0.20286823403356452,0.23092293421550486
6,et_ewt-ud-train_Case=Ill,5.44814717985027,5.520659835081764,5.49205595893689
7,et_ewt-ud-test_Case=Ill,4.212826699919839,4.289021554657863,4.2590756510710985
8,et_ewt-ud-dev_Case=Ill,10.579161027762662,10.65497030171476,10.624576703522754
9,egy_ujaen-ud-test_Case=Ill,1.2622811750152136,1.1840852064015472,1.2136052062629963
10,si_stb-ud-test_Case=Ill,1.2622811750152136,1.1840852064015472,1.2136052062629963
11,lt_alksnis-ud-test_Case=Ill,0.2858773475129578,0.20286823403356452,0.23092293421550486
12,lt_alksnis-ud-dev_Case=Ill,0.2858773475129578,0.20286823403356452,0.23092293421550486
13,lt_alksnis-ud-train_Case=Ill,0.2858773475129578,0.20286823403356452,0.23092293421550486
14,olo_kkpp-ud-test_Case=Ill,0.6565748745283816,0.7216811107089302,0.6948662028609163
15,olo_kkpp-ud-train_Case=Ill,1.2622811750152136,1.1840852064015472,1.2136052062629963
16,mdf_jr-ud-test_Case=Ill,7.589172154942588,7.654489043225622,7.628920569784645
17,mdf_jr-ud-train_Case=Ill,1.2622811750152136,1.1840852064015472,1.2136052062629963
18,vep_vwt-ud-test_Case=Ill,0.4791597592403895,0.539065497509775,0.5137461996397243
19,fi_tdt-ud-train_Case=Ill,0.75443159070676,0.8255268286579556,0.7970220107588601
20,fi_tdt-ud-test_Case=Ill,0.7577456165329314,0.8297032532242129,0.800937632446402
21,fi_tdt-ud-dev_Case=Ill,0.6954466823756634,0.7688056960976086,0.7397628582377912
22,myv_jr-ud-test_Case=Ill,0.5244524363435319,0.5827372093270503,0.5581437243421048
23,myv_jr-ud-train_Case=Ill,0.34251450722415944,0.3880349141842349,0.36627610145761247
24,kpv_ikdp-ud-test_Case=Ill,1.1445951034511288,1.2096946036766298,1.1835561145731313
25,kpv_lattice-ud-test_Case=Ill,8.321275543127712,8.388072754985872,8.362053881245075
26,kpv_lattice-ud-train_Case=Ill,1.2622811750152136,1.1840852064015472,1.2136052062629963
27,fi_pud-ud-test_Case=Ill,0.7812621043689018,0.8505780523293633,0.822372819407715
28,et_edt-ud-dev_Case=Ill,3.266791672280743,3.3362472423970044,3.3083256095620683
29,et_edt-ud-train_Case=Ill,3.1999415044346264,3.2700012059535513,3.2418843853541035
30,et_edt-ud-test_Case=Ill,4.222184031508141,4.293940640589114,4.265408252328672
31,koi_uh-ud-train_Case=Ill,1.2622811750152136,1.1840852064015472,1.2136052062629963
32,koi_uh-ud-test_Case=Ill,30.13696674546911,30.20375339970439,30.177922127577506
33,sme_giella-ud-train_Case=Ill,0.18249208499353967,0.12748564165350357,0.13931198625938768
34,sme_giella-ud-test_Case=Ill,0.1132049450622841,0.11123710195604261,0.10207185150330282
35,krl_kkpp-ud-test_Case=Ill,0.15543661269406475,0.2227684225338435,0.19306998428199304
36,fi_ftb-ud-dev_Case=Ill,1.2622811750152136,1.1840852064015472,1.2136052062629963
37,fi_ftb-ud-train_Case=Ill,1.2622811750152136,1.1840852064015472,1.2136052062629963
38,fi_ftb-ud-test_Case=Ill,1.2622811750152136,1.1840852064015472,1.2136052062629963
