,Treebank,ml_ufal-ud-test_Case=Ben,egy_ujaen-ud-test_Case=Ben,si_stb-ud-test_Case=Ben,ta_mwtt-ud-test_Case=Ben,eu_bdt-ud-train_Case=Ben,eu_bdt-ud-test_Case=Ben,eu_bdt-ud-dev_Case=Ben,am_att-ud-test_Case=Ben,ab_abnc-ud-test_Case=Ben
0,fi_ood-ud-test_Case=Par,9.961042212637476,10.881208844195129,10.881208844195129,9.961042212637476,9.71665042690465,9.444807773994892,9.557512639512272,10.881208844195129,9.961042212637476
1,sah_yktdt-ud-test_Case=Par,5.542562584220407,6.334035048845246,6.334035048845246,5.542562584220407,5.353403280324006,5.135473339406318,5.238822340523768,6.334035048845246,5.542562584220407
2,sms_giellagas-ud-test_Case=Par,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
3,et_ewt-ud-train_Case=Par,48.29837284690319,49.174596926907114,49.174596926907114,48.29837284690319,48.06769899564016,47.801881968011166,47.92163445837424,49.174596926907114,48.29837284690319
4,et_ewt-ud-test_Case=Par,43.21959645815241,44.08588319352249,44.08588319352249,43.21959645815241,42.991815159038644,42.730209629155915,42.847544017074135,44.08588319352249,43.21959645815241
5,et_ewt-ud-dev_Case=Par,30.79074536285213,31.663385794952504,31.663385794952504,30.79074536285213,30.560676668356273,30.29687878639532,30.415378667962873,31.663385794952504,30.79074536285213
6,olo_kkpp-ud-test_Case=Par,138.84523758487362,139.7390425042336,139.7390425042336,138.84523758487362,138.60764267969304,138.33866567143505,138.45014592471327,139.7390425042336,138.84523758487362
7,olo_kkpp-ud-train_Case=Par,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
8,vep_vwt-ud-test_Case=Par,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
9,fi_tdt-ud-train_Case=Par,17.800626985468384,18.711198078741774,18.711198078741774,17.800626985468384,17.55721286548394,17.283136163082265,17.40205307277589,18.711198078741774,17.800626985468384
10,fi_tdt-ud-test_Case=Par,17.760050675603377,18.668674296799974,18.668674296799974,17.760050675603377,17.5172724651497,17.244716993837006,17.361517980130493,18.668674296799974,17.760050675603377
11,fi_tdt-ud-dev_Case=Par,16.189549170238305,17.107076434426677,17.107076434426677,16.189549170238305,15.944279902819446,15.667584067211259,15.787662628232825,17.107076434426677,16.189549170238305
12,ru_taiga-ud-train_Case=Par,45.760244754590204,46.65833258915282,46.65833258915282,45.760244754590204,45.53159593369296,45.26376743020082,45.38691792068614,46.65833258915282,45.760244754590204
13,ru_taiga-ud-dev_Case=Par,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
14,ru_taiga-ud-test_Case=Par,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
15,fi_pud-ud-test_Case=Par,20.92150278882548,21.823579013918195,21.823579013918195,20.92150278882548,20.67985975510079,20.409139786662056,20.525174632453204,21.823579013918195,20.92150278882548
16,et_edt-ud-dev_Case=Par,90.70458532680671,91.58649739557852,91.58649739557852,90.70458532680671,90.4703181514205,90.20403370240837,90.32009589888281,91.58649739557852,90.70458532680671
17,et_edt-ud-train_Case=Par,79.39432365368505,80.27025559877289,80.27025559877289,79.39432365368505,79.16189860561158,78.89776374473813,79.01266010510186,80.27025559877289,79.39432365368505
18,et_edt-ud-test_Case=Par,80.92028140181397,81.79242650183359,81.79242650183359,80.92028140181397,80.68899007865195,80.42611628124078,80.54068678874236,81.79242650183359,80.92028140181397
19,ru_syntagrus-ud-train_Case=Par,83.39964028699404,84.27039812413372,84.27039812413372,83.39964028699404,83.1769439571259,82.91044551387142,83.0343760888028,84.27039812413372,83.39964028699404
