,Treebank,kpv_ikdp-ud-test_Case=Egr,kpv_lattice-ud-test_Case=Egr,kpv_lattice-ud-train_Case=Egr,koi_uh-ud-train_Case=Egr,koi_uh-ud-test_Case=Egr
0,sah_yktdt-ud-test_Case=Cmp,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
1,ml_ufal-ud-test_Case=Cmp,3.1622776601683795,8.631338250816034,2.23606797749979,2.23606797749979,2.23606797749979
2,egy_ujaen-ud-test_Case=Cmp,4.58257569495584,10.36822067666386,0.0,0.0,0.0
3,mdf_jr-ud-test_Case=Cmp,4.58257569495584,10.36822067666386,0.0,0.0,0.0
4,myv_jr-ud-test_Case=Cmp,4.58257569495584,10.36822067666386,0.0,0.0,0.0
5,myv_jr-ud-train_Case=Cmp,9.899494936611665,7.713624310270756,12.84523257866513,12.84523257866513,12.84523257866513
6,kpv_lattice-ud-test_Case=Cmp,4.58257569495584,10.36822067666386,0.0,0.0,0.0
7,sjo_xdt-ud-test_Case=Cmp,8.366600265340756,7.842193570679061,10.63014581273465,10.63014581273465,10.63014581273465
8,koi_uh-ud-train_Case=Cmp,4.58257569495584,10.36822067666386,0.0,0.0,0.0
9,gu_gujtb-ud-test_Case=Cmp,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
