,Treebank,kmr_mg-ud-train_Case=Con,kmr_mg-ud-test_Case=Con
0,hu_szeged-ud-dev_Case=Ess,9.988982025449936,7.950609893048392
1,hu_szeged-ud-test_Case=Ess,10.353192744269759,8.299678162131977
2,hu_szeged-ud-train_Case=Ess,10.593647326340523,8.536439964787919
3,fi_ood-ud-test_Case=Ess,11.973930014828047,9.907268912419791
4,sms_giellagas-ud-test_Case=Ess,11.973930014828047,9.907268912419791
5,et_ewt-ud-train_Case=Ess,11.973930014828047,9.907268912419791
6,et_ewt-ud-test_Case=Ess,11.973930014828047,9.907268912419791
7,et_ewt-ud-dev_Case=Ess,11.973930014828047,9.907268912419791
8,egy_ujaen-ud-test_Case=Ess,11.973930014828047,9.907268912419791
9,olo_kkpp-ud-test_Case=Ess,11.973930014828047,9.907268912419791
10,olo_kkpp-ud-train_Case=Ess,11.973930014828047,9.907268912419791
11,vep_vwt-ud-test_Case=Ess,11.973930014828047,9.907268912419791
12,fi_tdt-ud-train_Case=Ess,11.973930014828047,9.907268912419791
13,fi_tdt-ud-test_Case=Ess,11.973930014828047,9.907268912419791
14,fi_tdt-ud-dev_Case=Ess,11.973930014828047,9.907268912419791
15,fi_pud-ud-test_Case=Ess,11.973930014828047,9.907268912419791
16,et_edt-ud-dev_Case=Ess,11.973930014828047,9.907268912419791
17,et_edt-ud-train_Case=Ess,11.973930014828047,9.907268912419791
18,et_edt-ud-test_Case=Ess,11.973930014828047,9.907268912419791
19,sme_giella-ud-train_Case=Ess,11.973930014828047,9.907268912419791
20,sme_giella-ud-test_Case=Ess,11.973930014828047,9.907268912419791
21,ka_glc-ud-test_Case=Ess,11.973930014828047,9.907268912419791
22,krl_kkpp-ud-test_Case=Ess,11.973930014828047,9.907268912419791
23,eu_bdt-ud-train_Case=Ess,11.973930014828047,9.907268912419791
24,eu_bdt-ud-test_Case=Ess,11.973930014828047,9.907268912419791
25,eu_bdt-ud-dev_Case=Ess,11.973930014828047,9.907268912419791
26,fi_ftb-ud-dev_Case=Ess,11.973930014828047,9.907268912419791
27,fi_ftb-ud-train_Case=Ess,11.973930014828047,9.907268912419791
28,fi_ftb-ud-test_Case=Ess,11.973930014828047,9.907268912419791
29,ab_abnc-ud-test_Case=Ess,11.973930014828047,9.907268912419791
