,Treebank,fi_ood-ud-test_Case=Abe,sms_giellagas-ud-test_Case=Abe,sms_giellagas-ud-train_Case=Abe,et_ewt-ud-train_Case=Abe,et_ewt-ud-test_Case=Abe,et_ewt-ud-dev_Case=Abe,gub_tudet-ud-test_Case=Abe,olo_kkpp-ud-test_Case=Abe,olo_kkpp-ud-train_Case=Abe,mdf_jr-ud-test_Case=Abe,fi_tdt-ud-train_Case=Abe,fi_tdt-ud-test_Case=Abe,fi_tdt-ud-dev_Case=Abe,myv_jr-ud-test_Case=Abe,myv_jr-ud-train_Case=Abe,kpv_ikdp-ud-test_Case=Abe,kpv_lattice-ud-test_Case=Abe,fi_pud-ud-test_Case=Abe,et_edt-ud-dev_Case=Abe,et_edt-ud-train_Case=Abe,et_edt-ud-test_Case=Abe,koi_uh-ud-test_Case=Abe,sme_giella-ud-train_Case=Abe,sme_giella-ud-test_Case=Abe,arr_tudet-ud-test_Case=Abe,krl_kkpp-ud-test_Case=Abe,fi_ftb-ud-dev_Case=Abe,fi_ftb-ud-train_Case=Abe,fi_ftb-ud-test_Case=Abe,ab_abnc-ud-test_Case=Abe
0,hu_szeged-ud-dev_Case=Abs,5.50098079576135,0.31491832864888675,1.2824305436059895,3.5957638705335886,9.56837076038886,1.2824305436059895,1.1712817024295568,1.2824305436059895,1.2824305436059895,0.5713547768171151,10.899306428595631,7.891830696076621,2.237915204562031,0.5018972269760823,0.5640013181976223,0.31491832864888675,1.47305146699838,1.2464826546183716,2.640201935183187,3.636954497450982,3.1868466758752594,1.0265081627851105,1.2824305436059895,1.2824305436059895,0.31491832864888675,1.2464826546183716,1.2824305436059895,1.2824305436059895,1.2824305436059895,0.31491832864888675
1,hu_szeged-ud-test_Case=Abs,5.668464733875015,0.1087856586440842,1.0796668344321692,3.7603475738922874,9.732922635954493,1.0796668344321692,1.3630803958976423,1.0796668344321692,1.0796668344321692,0.6594780076723941,11.06855467961355,8.058220103881723,2.388334568655388,0.6072539801843247,0.6741917208869436,0.1087856586440842,1.6339993811645968,1.3630803958976423,2.8063422842879766,3.8058555100184193,3.344385032050519,1.1653274928879322,1.0796668344321692,1.0796668344321692,0.1087856586440842,1.3630803958976423,1.0796668344321692,1.0796668344321692,1.0796668344321692,0.1087856586440842
2,hu_szeged-ud-train_Case=Abs,5.628920578321796,0.16317848796612638,1.1213369028548654,3.717258457370103,9.696732811567767,1.1213369028548654,1.340096260783411,1.1213369028548654,1.1213369028548654,0.6412820000205025,11.028029705470823,8.018469803407985,2.3426834358217015,0.6067665782435391,0.6522049769548975,0.16317848796612638,1.5787460798832966,1.3400962607834113,2.7637317460010817,3.7602113241686275,3.312663973835906,1.0864959147558102,1.1213369028548654,1.1213369028548654,0.16317848796612638,1.3400962607834113,1.1213369028548654,1.1213369028548654,1.1213369028548654,0.16317848796612638
3,ess_sli-ud-test_Case=Abs,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
4,hit_hittb-ud-test_Case=Abs,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
5,mr_ufal-ud-dev_Case=Abs,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
6,mr_ufal-ud-test_Case=Abs,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
7,mr_ufal-ud-train_Case=Abs,82.01354901613648,86.27861844049197,87.14929718592113,83.37054951286514,79.0527250215534,87.14929718592113,85.41662601625049,87.14929718592113,87.14929718592113,85.84579197607766,78.1271221933985,80.36790404135223,84.55373045190456,85.75593273937379,85.78354344820814,86.27861844049197,84.97385218733794,85.41662601625049,84.00356400434507,83.20059996605039,83.79886634078053,85.40784507292055,87.14929718592113,87.14929718592113,86.27861844049197,85.41662601625049,87.14929718592113,87.14929718592113,87.14929718592113,86.27861844049197
8,wbp_ufal-ud-test_Case=Abs,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
9,nhi_itml-ud-test_Case=Abs,16.728404172928137,20.811914915959456,21.703103265616754,17.87408015100766,14.421777086094059,21.703103265616754,19.672943129029388,21.703103265616754,21.703103265616754,20.290178856399745,13.936086472637843,15.4568295664704,19.089134651114883,20.281196058917402,20.235904020809905,20.811914915959456,19.315285317943925,19.94777131027207,18.51325851223227,17.765301579488668,18.254290887417923,19.924084315282073,21.703103265616754,21.703103265616754,20.811914915959456,19.94777131027207,21.703103265616754,21.703103265616754,21.703103265616754,20.811914915959456
10,azz_itml-ud-test_Case=Abs,3.528568215408858,6.669999167083074,7.607222967012422,3.8764361686495645,5.698788509515902,7.607222967012422,5.663024039313384,7.607222967012422,7.607222967012422,6.157328837466651,6.561642990148026,4.666326518215713,4.973580997280323,6.083962785438712,6.067346900639391,6.669999167083074,5.111456165026178,5.817324972981124,4.37027396539712,3.732410494813934,4.32568005480155,5.713670601813842,7.607222967012422,7.607222967012422,6.669999167083074,5.817324972981124,7.607222967012422,7.607222967012422,7.607222967012422,6.669999167083074
11,eu_bdt-ud-train_Case=Abs,35.0734094799076,39.805698165950666,40.741182744764195,36.60884901204246,32.119108935183796,40.741182744764195,38.59896977631187,40.741182744764195,40.741182744764195,39.33415930499333,30.920993844492784,33.33441746154665,37.891568702569465,39.22928893223026,39.26014445202866,39.805698165950666,38.34152157113167,38.84421666764003,37.33407079744013,36.464881578061565,37.07786727301429,38.83204750007539,40.741182744764195,40.741182744764195,39.805698165950666,38.84421666764003,40.741182744764195,40.741182744764195,40.741182744764195,39.805698165950666
12,eu_bdt-ud-test_Case=Abs,34.96838997112839,39.7164186927589,40.65127036035156,36.5109038899243,32.00037422294567,40.65127036035156,38.50714878026056,40.65127036035156,40.65127036035156,39.24442231718156,30.800987694560355,33.22316254005847,37.7968610467499,39.13949779193523,39.170238339194846,39.7164186927589,38.252831786205775,38.74980980511227,37.239449002294734,36.368395923050365,36.97871694887645,38.74364125833235,40.65127036035156,40.65127036035156,39.7164186927589,38.74980980511227,40.65127036035156,40.65127036035156,40.65127036035156,39.7164186927589
13,eu_bdt-ud-dev_Case=Abs,26.40257127243976,31.107078923747277,32.04328476137671,27.91707483673669,23.55993737307709,32.04328476137671,29.900384075524755,32.04328476137671,32.04328476137671,30.636762699956723,22.407534031893473,24.721543378080767,29.19466766445214,30.53046821788072,30.562098111522996,31.107078923747277,29.6459807662584,30.144837513800926,28.6364323871889,27.770866459628365,28.38691007341356,30.134667498666694,32.04328476137671,32.04328476137671,31.107078923747277,30.144837513800926,32.04328476137671,32.04328476137671,32.04328476137671,31.107078923747277
14,gu_gujtb-ud-test_Case=Abs,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
