,Treebank,fi_ood-ud-test_Case=Abe,sms_giellagas-ud-test_Case=Abe,sms_giellagas-ud-train_Case=Abe,et_ewt-ud-train_Case=Abe,et_ewt-ud-test_Case=Abe,et_ewt-ud-dev_Case=Abe,gub_tudet-ud-test_Case=Abe,olo_kkpp-ud-test_Case=Abe,olo_kkpp-ud-train_Case=Abe,mdf_jr-ud-test_Case=Abe,fi_tdt-ud-train_Case=Abe,fi_tdt-ud-test_Case=Abe,fi_tdt-ud-dev_Case=Abe,myv_jr-ud-test_Case=Abe,myv_jr-ud-train_Case=Abe,kpv_ikdp-ud-test_Case=Abe,kpv_lattice-ud-test_Case=Abe,fi_pud-ud-test_Case=Abe,et_edt-ud-dev_Case=Abe,et_edt-ud-train_Case=Abe,et_edt-ud-test_Case=Abe,koi_uh-ud-test_Case=Abe,sme_giella-ud-train_Case=Abe,sme_giella-ud-test_Case=Abe,arr_tudet-ud-test_Case=Abe,krl_kkpp-ud-test_Case=Abe,fi_ftb-ud-dev_Case=Abe,fi_ftb-ud-train_Case=Abe,fi_ftb-ud-test_Case=Abe,ab_abnc-ud-test_Case=Abe
0,sl_ssj-ud-test_Case=Loc,4.56119813521134,1.696228630811666,2.618603778329093,2.6567641787653087,8.49713797848904,2.618603778329093,1.3774241859685197,2.618603778329093,2.618603778329093,1.2705229651691685,9.884299150597206,6.922927633430864,1.6912304251798458,1.2523611696320476,1.2125959124526124,1.696228630811666,0.9365850564605539,1.3766557252903273,1.718284088839947,2.6165710898324566,2.3462389201934917,1.1470901911399807,2.618603778329093,2.618603778329093,1.696228630811666,1.3766557252903273,2.618603778329093,2.618603778329093,2.618603778329093,1.696228630811666
1,sl_ssj-ud-dev_Case=Loc,4.5487037354385835,1.692132258571466,2.6192505338582834,2.6370123859799803,8.485236051452416,2.6192505338582834,1.366070935888557,2.6192505338582834,2.6192505338582834,1.255459351828346,9.873435953301362,6.91149073652874,1.6720720628041867,1.2426816383498736,1.1972420882744064,1.692132258571466,0.8932678038632057,1.366070935888557,1.694151756967771,2.5963762934289987,2.3281818626980546,1.1208948397614078,2.6192505338582834,2.6192505338582834,1.692132258571466,1.366070935888557,2.6192505338582834,2.6192505338582834,2.6192505338582834,1.692132258571466
2,sl_ssj-ud-train_Case=Loc,4.56911598588402,1.6752759658021141,2.599685732683534,2.6618285581027568,8.507962512685507,2.599685732683534,1.3618859036167787,2.599685732683534,2.599685732683534,1.2471625173335004,9.894984043481264,6.932374118133248,1.6880022053342958,1.230384176809318,1.1888732290695885,1.6752759658021141,0.9198521564192275,1.3617932824170431,1.720221124247582,2.6232788741269655,2.3485589309208166,1.1289983842792715,2.599685732683534,2.599685732683534,1.6752759658021141,1.3617932824170431,2.599685732683534,2.599685732683534,2.599685732683534,1.6752759658021141
3,xcl_caval-ud-train_Case=Loc,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
4,xcl_caval-ud-dev_Case=Loc,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
5,xcl_caval-ud-test_Case=Loc,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
6,hu_szeged-ud-train_Case=Loc,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
7,fa_seraji-ud-dev_Case=Loc,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
8,fa_seraji-ud-test_Case=Loc,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
9,fa_seraji-ud-train_Case=Loc,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
10,tr_pud-ud-test_Case=Loc,1029.992664483048,1033.9206932835807,1034.690775062772,1031.2897523431432,1027.3606961530113,1034.690775062772,1033.149553549727,1034.690775062772,1034.690775062772,1033.5339858949972,1026.2724689650188,1028.4269541391843,1032.3339253038878,1033.456181944837,1033.4780192759451,1033.9206932835807,1032.7535470231458,1033.1214836600775,1031.9073703524239,1031.198082469734,1031.654435845647,1033.1372125714959,1034.690775062772,1034.690775062772,1033.9206932835807,1033.1214836600775,1034.690775062772,1034.690775062772,1034.690775062772,1033.9206932835807
11,pl_pdb-ud-test_Case=Loc,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
12,pl_pdb-ud-train_Case=Loc,18051.591588801497,18056.1882466926,18057.104502106642,18052.994150317096,18048.084016500663,18057.104502106642,18055.271972473856,18057.104502106642,18057.104502106642,18055.654502122045,18047.220409633414,18049.753073103246,18054.341620046223,18055.634469051485,18055.59964472552,18056.1882466926,18054.699108234647,18055.271640160943,18053.699194313765,18052.83359208385,18053.436269170477,18055.251438293515,18057.104502106642,18057.104502106642,18056.1882466926,18055.271640160943,18057.104502106642,18057.104502106642,18057.104502106642,18056.1882466926
