,Treebank,hu_szeged-ud-dev_Case=Sup,hu_szeged-ud-test_Case=Sup,hu_szeged-ud-train_Case=Sup,egy_ujaen-ud-test_Case=Sup
0,sl_ssj-ud-test_Case=Ins,1.6693100735359534,1.5886943919878422,1.5617050212097048,2.6649321774579495
1,sl_ssj-ud-dev_Case=Ins,1.7431378381600815,1.6619429764365916,1.6351918265409664,2.7413368399473135
2,sl_ssj-ud-train_Case=Ins,1.7030891490989009,1.6227636690773495,1.5958337933941207,2.697949439910849
3,xcl_caval-ud-train_Case=Ins,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
4,xcl_caval-ud-dev_Case=Ins,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
5,xcl_caval-ud-test_Case=Ins,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
6,hu_szeged-ud-dev_Case=Ins,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
7,hu_szeged-ud-test_Case=Ins,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
8,hu_szeged-ud-train_Case=Ins,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
9,xav_xdt-ud-test_Case=Ins,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
10,tr_pud-ud-test_Case=Ins,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
11,fi_ood-ud-test_Case=Ins,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
12,pl_pdb-ud-test_Case=Ins,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
13,pl_pdb-ud-train_Case=Ins,3334.871016013477,3334.7843736398977,3334.754769965544,3335.8910353906954
14,pl_pdb-ud-dev_Case=Ins,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
15,sah_yktdt-ud-test_Case=Ins,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
16,uk_iu-ud-dev_Case=Ins,3.420613745942027,3.3362819954341627,3.307612296681405,4.424265218622617
17,uk_iu-ud-train_Case=Ins,3.7159444255339737,3.63220344259503,3.6034692341727275,4.714933003721951
18,uk_iu-ud-test_Case=Ins,3.7846321513458,3.7012855539944267,3.672935892344809,4.78021517915417
19,sa_vedic-ud-test_Case=Ins,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
20,sa_vedic-ud-train_Case=Ins,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
21,sa_vedic-ud-dev_Case=Ins,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
22,hr_set-ud-dev_Case=Ins,3.1902633941437166,3.106648652086646,3.0780435877279495,4.193132313244931
23,hr_set-ud-train_Case=Ins,2.9637091996839033,2.880950717764989,2.852653850376807,3.9671141971867048
24,hr_set-ud-test_Case=Ins,2.854810477172185,2.7705947944878426,2.7423620229730634,3.8596640789997627
