,Treebank,kpv_ikdp-ud-test_Case=Adp,kpv_lattice-ud-test_Case=Adp
0,hu_szeged-ud-dev_Case=Ess,1.4611367611967865,1.3379088160259653
1,hu_szeged-ud-test_Case=Ess,0.9069117315863153,0.7846018098373212
2,hu_szeged-ud-train_Case=Ess,0.5819727997775931,0.4824941965160134
3,fi_ood-ud-test_Case=Ess,1.3743685418725535,1.5132745950421556
4,sms_giellagas-ud-test_Case=Ess,1.3743685418725535,1.5132745950421556
5,et_ewt-ud-train_Case=Ess,1.3743685418725535,1.5132745950421556
6,et_ewt-ud-test_Case=Ess,1.3743685418725535,1.5132745950421556
7,et_ewt-ud-dev_Case=Ess,1.3743685418725535,1.5132745950421556
8,egy_ujaen-ud-test_Case=Ess,1.3743685418725535,1.5132745950421556
9,olo_kkpp-ud-test_Case=Ess,1.3743685418725535,1.5132745950421556
10,olo_kkpp-ud-train_Case=Ess,1.3743685418725535,1.5132745950421556
11,vep_vwt-ud-test_Case=Ess,1.3743685418725535,1.5132745950421556
12,fi_tdt-ud-train_Case=Ess,1.3743685418725535,1.5132745950421556
13,fi_tdt-ud-test_Case=Ess,1.3743685418725535,1.5132745950421556
14,fi_tdt-ud-dev_Case=Ess,1.3743685418725535,1.5132745950421556
15,fi_pud-ud-test_Case=Ess,1.3743685418725535,1.5132745950421556
16,et_edt-ud-dev_Case=Ess,1.3743685418725535,1.5132745950421556
17,et_edt-ud-train_Case=Ess,1.3743685418725535,1.5132745950421556
18,et_edt-ud-test_Case=Ess,1.3743685418725535,1.5132745950421556
19,sme_giella-ud-train_Case=Ess,1.3743685418725535,1.5132745950421556
20,sme_giella-ud-test_Case=Ess,1.3743685418725535,1.5132745950421556
21,ka_glc-ud-test_Case=Ess,1.3743685418725535,1.5132745950421556
22,krl_kkpp-ud-test_Case=Ess,1.3743685418725535,1.5132745950421556
23,eu_bdt-ud-train_Case=Ess,1.3743685418725535,1.5132745950421556
24,eu_bdt-ud-test_Case=Ess,1.3743685418725535,1.5132745950421556
25,eu_bdt-ud-dev_Case=Ess,1.3743685418725535,1.5132745950421556
26,fi_ftb-ud-dev_Case=Ess,1.3743685418725535,1.5132745950421556
27,fi_ftb-ud-train_Case=Ess,1.3743685418725535,1.5132745950421556
28,fi_ftb-ud-test_Case=Ess,1.3743685418725535,1.5132745950421556
29,ab_abnc-ud-test_Case=Ess,1.3743685418725535,1.5132745950421556
