,Treebank,hu_szeged-ud-dev_Case=Ade,hu_szeged-ud-test_Case=Ade,hu_szeged-ud-train_Case=Ade,fi_ood-ud-test_Case=Ade,et_ewt-ud-train_Case=Ade,et_ewt-ud-test_Case=Ade,et_ewt-ud-dev_Case=Ade,olo_kkpp-ud-test_Case=Ade,vep_vwt-ud-test_Case=Ade,fi_tdt-ud-train_Case=Ade,fi_tdt-ud-test_Case=Ade,fi_tdt-ud-dev_Case=Ade,fi_pud-ud-test_Case=Ade,et_edt-ud-dev_Case=Ade,et_edt-ud-train_Case=Ade,et_edt-ud-test_Case=Ade,krl_kkpp-ud-test_Case=Ade,fi_ftb-ud-dev_Case=Ade,fi_ftb-ud-train_Case=Ade,fi_ftb-ud-test_Case=Ade
0,es_gsd-ud-train_Case=Com,3.713362694378237,3.710292736341583,3.754330832518626,3.3734575379618343,3.3086503617115137,3.323591135337558,3.155868529080308,3.3051206808044755,3.4813790371058424,3.1734507764725564,3.162781966611371,3.148397713641862,3.037909289163668,3.3953969875590393,3.3761885924065846,3.45747392999029,3.5088476340174704,4.743416490252569,4.743416490252569,4.743416490252569
1,fi_ood-ud-test_Case=Com,1.4921670482891654,1.4534187405916297,1.5313392831113553,1.0823836395237532,1.0073603837014118,0.9889773590495287,0.8904153559844077,0.9747504830237965,1.2055427546683417,0.8889719745963515,0.8890908761210231,0.8821124922477812,0.8042408202448414,1.0806401820795857,1.0684803631265258,1.1656815502368132,1.2052537984798057,2.6457513110645907,2.6457513110645907,2.6457513110645907
2,es_ancora-ud-train_Case=Com,8.11104570940147,8.112011694259978,8.160575960065563,7.717597950310463,7.635058686981168,7.653037652306545,7.4314314125547964,7.605581854550011,7.8328368636997245,7.45589683900143,7.438914162158916,7.423580741152356,7.2609524280647735,7.7395475128152675,7.716368977627879,7.817712323727608,7.874968997954849,9.219544457292887,9.219544457292887,9.219544457292887
3,es_ancora-ud-test_Case=Com,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
4,es_ancora-ud-dev_Case=Com,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
5,sms_giellagas-ud-test_Case=Com,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
6,et_ewt-ud-train_Case=Com,8.677176008797696,8.670368736778402,8.723810895658495,8.311634505719063,8.23418996862887,8.250909952816402,8.05769320296364,8.170644420854659,8.415344597303074,8.062131358250706,8.038240594865819,8.033121847154883,7.876911486523518,8.32506590041994,8.306334546204699,8.40484580913463,8.443378367807513,9.727331990547098,9.727331990547098,9.727331990547098
7,et_ewt-ud-test_Case=Com,6.453610087474841,6.447541070632986,6.49872524054265,6.101667736215868,6.028456141216798,6.042102435125318,5.862779063647891,5.970726341150651,6.201852562469666,5.865849251361467,5.844898631507921,5.838324478866024,5.6933709884247365,6.11401774246617,6.095800881076118,6.1900716915727605,6.229068449097618,7.497106880006976,7.497106880006976,7.497106880006976
8,et_ewt-ud-dev_Case=Com,10.25701798145547,10.255566027979976,10.302850042986382,9.900062792071038,9.82455552288713,9.84123859293935,9.645750251192322,9.777012934139623,10.005351185320675,9.656968916715307,9.638370949627522,9.629197881799628,9.47629943252069,9.914910542966378,9.895416199566263,9.990458720167581,10.035057471399314,11.28188777357483,11.28188777357483,11.28188777357483
9,ml_ufal-ud-test_Case=Com,10.048709494258455,10.049728425192312,10.091828377454702,9.72871688846297,9.661695292407774,9.67467251838142,9.502839081941984,9.612362192781115,9.822762679952453,9.507010586864435,9.492240898867571,9.480708662051265,9.342037731062206,9.737923711095965,9.720465565564306,9.8089277434673,9.84645300190632,11.022703842524301,11.022703842524301,11.022703842524301
