,Treebank,hu_szeged-ud-dev_Case=Del,hu_szeged-ud-test_Case=Del,hu_szeged-ud-train_Case=Del
0,sah_yktdt-ud-test_Case=Cmp,0.2939723678960656,0.10649955403405117,0.28019779169211134
1,ml_ufal-ud-test_Case=Cmp,1.259531560972737,1.3555180233147737,1.2673944059553497
2,egy_ujaen-ud-test_Case=Cmp,1.259531560972737,1.08869426309121,1.2452843148017878
3,mdf_jr-ud-test_Case=Cmp,1.259531560972737,1.08869426309121,1.2452843148017878
4,myv_jr-ud-test_Case=Cmp,1.259531560972737,1.08869426309121,1.2452843148017878
5,myv_jr-ud-train_Case=Cmp,11.793490566964746,11.927791569281668,11.804926453826257
6,kpv_lattice-ud-test_Case=Cmp,1.259531560972737,1.08869426309121,1.2452843148017878
7,sjo_xdt-ud-test_Case=Cmp,9.70554124529887,9.838391680079708,9.725148369175102
8,koi_uh-ud-train_Case=Cmp,1.259531560972737,1.08869426309121,1.2452843148017878
9,gu_gujtb-ud-test_Case=Cmp,0.2939723678960656,0.10649955403405117,0.28019779169211134
