,Treebank,hu_szeged-ud-dev_Case=Ade,hu_szeged-ud-test_Case=Ade,hu_szeged-ud-train_Case=Ade,fi_ood-ud-test_Case=Ade,et_ewt-ud-train_Case=Ade,et_ewt-ud-test_Case=Ade,et_ewt-ud-dev_Case=Ade,olo_kkpp-ud-test_Case=Ade,vep_vwt-ud-test_Case=Ade,fi_tdt-ud-train_Case=Ade,fi_tdt-ud-test_Case=Ade,fi_tdt-ud-dev_Case=Ade,fi_pud-ud-test_Case=Ade,et_edt-ud-dev_Case=Ade,et_edt-ud-train_Case=Ade,et_edt-ud-test_Case=Ade,krl_kkpp-ud-test_Case=Ade,fi_ftb-ud-dev_Case=Ade,fi_ftb-ud-train_Case=Ade,fi_ftb-ud-test_Case=Ade
0,sl_ssj-ud-test_Case=Dat,2.013156117920657,2.0011546322232854,2.0612721724193617,1.5689471391037821,1.4788494984663625,1.5090969918986525,1.316682535246954,1.4174515518880089,1.6532016158652003,1.2783989393864736,1.256829771799574,1.2561390262746202,1.099340346355379,1.5593650718517198,1.537560276816539,1.6584985157207404,1.6937531790155635,3.237354116223063,3.237354116223063,3.237354116223063
1,sl_ssj-ud-dev_Case=Dat,2.4758906927047937,2.465830759530803,2.5257287177279264,2.026593291981691,1.9327606954390786,1.9597871340153183,1.7469859405682722,1.8698593220539572,2.116961921664577,1.7207075201833038,1.6991385320607713,1.6925183841617866,1.515825111260048,2.016992968178262,1.9940820933865946,2.1184996830582854,2.16406845416349,3.702382866329317,3.702382866329317,3.702382866329317
2,sl_ssj-ud-train_Case=Dat,1.8866512743511663,1.8732600718573935,1.9343181745185674,1.4411076937876695,1.3522147683230312,1.3777941900208808,1.1908081817304181,1.2965387249001001,1.5326935946556544,1.1535496765285085,1.1345764100323292,1.1299744502305196,0.9771328979788452,1.4332747404109347,1.4116858636195606,1.5324370539374847,1.571997801383602,3.1179361720571244,3.1179361720571244,3.1179361720571244
3,xcl_caval-ud-train_Case=Dat,0.2843975330239759,0.14443294952491506,0.20280672548324072,0.5820832148543456,0.6969394966188747,0.6712444220819302,0.9805451746381565,0.8306934020423601,0.4834415715331272,0.9286253487901299,0.9610275692043907,0.9643520734891023,1.1893652030568092,0.5695379647121488,0.5987001285173985,0.46765774524320336,0.4295159523439162,1.239102502759832,1.239102502759832,1.239102502759832
4,xcl_caval-ud-dev_Case=Dat,0.3060173540552672,0.19953781704838217,0.2120484750371845,0.6474826040634595,0.7624890004487745,0.738444530428885,1.0441589103457274,0.901904972472999,0.5451040898847427,0.9963849454201388,1.0307378319938563,1.0335280220908625,1.257971147859152,0.6360168708277728,0.6643596704669172,0.5305038004841205,0.49393679466536106,1.1651494545412489,1.1651494545412489,1.1651494545412489
5,xcl_caval-ud-test_Case=Dat,0.2954332613809808,0.1461645417052208,0.21318075593842928,0.5977334887962885,0.7108777700445452,0.686714319674203,0.9981537173229246,0.8281843907800399,0.4872809604042078,0.9422768294676851,0.9702346588354966,0.9794334288414616,1.2034496882921804,0.5835425741514343,0.6141292601659893,0.4845786230923208,0.430059955510471,1.2227021265001647,1.2227021265001647,1.2227021265001647
6,hu_szeged-ud-dev_Case=Dat,2.1505768685045736,2.1501324790754572,2.1894692302482994,1.8790608786894596,1.8357991152960118,1.844534161345679,1.7612754488872862,1.820818546635754,1.9578205291828452,1.740342457742084,1.7345666304116247,1.7247300883184653,1.671788019582238,1.8870081570458705,1.8750670295405414,1.9430392396363438,1.977142078957062,3.1993621813334823,3.1993621813334823,3.1993621813334823
7,hu_szeged-ud-test_Case=Dat,5.116577823355077,5.112335465928825,5.161978342473287,4.780016632109187,4.711175373745224,4.725000891154692,4.556981691488163,4.653928840147912,4.875064974274841,4.5528241385459065,4.533805694497649,4.5256818180653555,4.389189889286614,4.789200093946763,4.772159295365625,4.864596403653652,4.90185788230767,6.174337938564088,6.174337938564088,6.174337938564088
8,hu_szeged-ud-train_Case=Dat,1.9929323462512958,1.9822318600413344,2.028709753835211,1.7073771166729814,1.6647018035087993,1.672975704284712,1.5955079531678367,1.6499980299335377,1.7882410694447715,1.5728560217604368,1.5672246830836762,1.5586853434866195,1.5126275996483638,1.7162556691829312,1.7046912203878652,1.7723890381580756,1.806262909529462,3.045362818101901,3.045362818101901,3.045362818101901
9,xav_xdt-ud-test_Case=Dat,0.31868871959954903,0.22980568071214857,0.2645751311064591,0.5679248146341117,0.679861598104174,0.6606130108058071,0.9586191200283618,0.802221638194024,0.47434164902525683,0.8990977705267931,0.9304616215059979,0.9315008736179585,1.1548781734259064,0.5554857812086642,0.5819960504569145,0.4620616588319139,0.4139887906091178,1.3133925536563698,1.3133925536563698,1.3133925536563698
10,tr_pud-ud-test_Case=Dat,5.143788791147349,5.139527609547616,5.196472049972413,4.721012749303083,4.633552137950963,4.653195354246762,4.43113374621372,4.582165836522899,4.838237134361287,4.429190583605463,4.4078321737138415,4.392870962737633,4.211318118675048,4.732689337319578,4.709865279739853,4.825256804617954,4.882374883307779,6.339143832598542,6.339143832598542,6.339143832598542
11,es_gsd-ud-test_Case=Dat,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
12,es_gsd-ud-dev_Case=Dat,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
13,es_gsd-ud-train_Case=Dat,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
14,de_hdt-ud-test_Case=Dat,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
