,Treebank,kpv_ikdp-ud-test_Case=Adp,kpv_lattice-ud-test_Case=Adp
0,hu_szeged-ud-dev_Case=Tem,0.41247895569215265,0.44300112866673375
1,hu_szeged-ud-test_Case=Tem,0.4714045207910316,0.5385164807134505
2,hu_szeged-ud-train_Case=Tem,0.4714045207910316,0.5385164807134505
3,fa_seraji-ud-dev_Case=Tem,1.3743685418725535,1.5132745950421556
4,fa_seraji-ud-test_Case=Tem,1.3743685418725535,1.5132745950421556
5,fa_seraji-ud-train_Case=Tem,1.3743685418725535,1.5132745950421556
6,gub_tudet-ud-test_Case=Tem,0.4714045207910316,0.5385164807134505
7,lzh_tuecl-ud-test_Case=Tem,1.3743685418725535,1.5132745950421556
8,apu_ufpa-ud-test_Case=Tem,1.3743685418725535,1.5132745950421556
9,egy_ujaen-ud-test_Case=Tem,1.3743685418725535,1.5132745950421556
10,nyq_aha-ud-test_Case=Tem,1.3743685418725535,1.5132745950421556
11,mdf_jr-ud-test_Case=Tem,1.3743685418725535,1.5132745950421556
12,mdf_jr-ud-train_Case=Tem,1.3743685418725535,1.5132745950421556
13,myv_jr-ud-test_Case=Tem,1.3333333333333335,1.1551815634108973
14,myv_jr-ud-train_Case=Tem,3.324989557210001,3.207802986469088
15,kfm_aha-ud-test_Case=Tem,1.3743685418725535,1.5132745950421556
16,soj_aha-ud-test_Case=Tem,1.3743685418725535,1.5132745950421556
17,he_htb-ud-train_Case=Tem,7.077939122528692,6.900362309328402
18,lzh_kyoto-ud-dev_Case=Tem,1.3743685418725535,1.5132745950421556
19,lzh_kyoto-ud-train_Case=Tem,1.3743685418725535,1.5132745950421556
20,lzh_kyoto-ud-test_Case=Tem,1.3743685418725535,1.5132745950421556
21,gu_gujtb-ud-test_Case=Tem,4.0276819911981905,3.9102429592034302
