,Treebank,hu_szeged-ud-dev_Case=Cau,hu_szeged-ud-test_Case=Cau,hu_szeged-ud-train_Case=Cau,egy_ujaen-ud-test_Case=Cau,mdf_jr-ud-test_Case=Cau,wbp_ufal-ud-test_Case=Cau,eu_bdt-ud-train_Case=Cau,eu_bdt-ud-test_Case=Cau,eu_bdt-ud-dev_Case=Cau
0,hu_szeged-ud-dev_Case=Ade,14.672731937168347,20.3172109921613,18.578591510122614,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434
1,hu_szeged-ud-test_Case=Ade,14.671955295370454,20.319489580320017,18.56166756944483,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357
2,hu_szeged-ud-train_Case=Ade,14.717166846917243,20.361606027030383,18.63048576929759,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089
3,fi_ood-ud-test_Case=Ade,14.344821942005174,19.98193818316199,18.17192335548433,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837
4,et_ewt-ud-train_Case=Ade,14.274945243967926,19.910048219769028,18.08100246469721,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966
5,et_ewt-ud-test_Case=Ade,14.288453184250939,19.924688899249194,18.1001226474595,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335
6,et_ewt-ud-dev_Case=Ade,14.107663620866006,19.734446915526373,17.88275257073622,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297
7,olo_kkpp-ud-test_Case=Ade,14.222022640181647,19.86673049621951,17.978133840832644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644
8,vep_vwt-ud-test_Case=Ade,14.441375742405338,20.0836583652813,18.274390094701747,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857
9,fi_tdt-ud-train_Case=Ade,14.113760689875907,19.748968839482508,17.882468538733416,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674
10,fi_tdt-ud-test_Case=Ade,14.097936322485376,19.733035563003302,17.845264526238218,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269,2.160771997383269
11,fi_tdt-ud-dev_Case=Ade,14.08629961113613,19.720934696563507,17.849077035533465,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107,2.171466165088107
12,fi_pud-ud-test_Case=Ade,13.939815102360319,19.573182926241515,17.666620782258057,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595,2.3950690043825595
13,et_edt-ud-dev_Case=Ade,14.3542448670463,19.99563941721107,18.18066371734335,1.7767514466365293,1.7767514466365293,1.7767514466365293,1.7767514466365293,1.7767514466365293,1.7767514466365293
14,et_edt-ud-train_Case=Ade,14.336153243860217,19.976383832010168,18.161739471897842,1.8041476170465596,1.8041476170465596,1.8041476170465596,1.8041476170465596,1.8041476170465596,1.8041476170465596
15,et_edt-ud-test_Case=Ade,14.427547469218824,20.067177827900025,18.2750530362175,1.6708159613082763,1.6708159613082763,1.6708159613082763,1.6708159613082763,1.6708159613082763,1.6708159613082763
16,krl_kkpp-ud-test_Case=Ade,14.469239327578697,20.112561664759415,18.304272362449975,1.6152048534938224,1.6152048534938224,1.6152048534938224,1.6152048534938224,1.6152048534938224,1.6152048534938224
17,fi_ftb-ud-dev_Case=Ade,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
18,fi_ftb-ud-train_Case=Ade,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
19,fi_ftb-ud-test_Case=Ade,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
