,Treebank,hu_szeged-ud-dev_Case=Tra,hu_szeged-ud-test_Case=Tra,hu_szeged-ud-train_Case=Tra,fi_ood-ud-test_Case=Tra,et_ewt-ud-train_Case=Tra,et_ewt-ud-test_Case=Tra,et_ewt-ud-dev_Case=Tra,gub_tudet-ud-test_Case=Tra,olo_kkpp-ud-test_Case=Tra,mdf_jr-ud-test_Case=Tra,vep_vwt-ud-test_Case=Tra,fi_tdt-ud-train_Case=Tra,fi_tdt-ud-test_Case=Tra,fi_tdt-ud-dev_Case=Tra,myv_jr-ud-test_Case=Tra,myv_jr-ud-train_Case=Tra,kpv_ikdp-ud-test_Case=Tra,kpv_lattice-ud-test_Case=Tra,tpn_tudet-ud-test_Case=Tra,fi_pud-ud-test_Case=Tra,et_edt-ud-dev_Case=Tra,et_edt-ud-train_Case=Tra,et_edt-ud-test_Case=Tra,krl_kkpp-ud-test_Case=Tra,fi_ftb-ud-dev_Case=Tra,fi_ftb-ud-train_Case=Tra,fi_ftb-ud-test_Case=Tra,eme_tudet-ud-test_Case=Tra,aqz_tudet-ud-test_Case=Tra
0,hu_szeged-ud-dev_Case=Ade,0.2651650429449553,0.2447362525931402,0.33386000059905346,2.2394160002102383,2.956798849900938,2.9441278896495384,4.239877651536657,1.3375584099395434,0.8054541436674222,2.8159700815172024,2.6294604959953287,3.0835499754437525,4.381013407458525,3.480411254435315,4.591338020016559,10.974017609790863,1.3375584099395434,1.3375584099395434,0.32358320588426825,8.172457555717251,3.5184126803512115,3.1726376821742908,2.479390958198995,0.35856474009515515,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3310005634859812,1.3375584099395434
1,hu_szeged-ud-test_Case=Ade,0.3316959290511604,0.21241078879206265,0.2469410489505637,2.2209259361207883,2.9451754936784638,2.9361642083546515,4.232293213282283,1.3144621146642357,0.7344573543519537,2.8044304023556736,2.623291216150759,3.0747272693266505,4.369745365145779,3.4715451942187014,4.586378443900092,10.971927600302154,1.3144621146642357,1.3144621146642357,0.23894491280631705,8.168281192753746,3.5086512056345978,3.1627718790783015,2.4682628777950946,0.28308538737913147,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3147546849723732,1.3144621146642357
2,hu_szeged-ud-train_Case=Ade,0.33726843908080106,0.1683250823060346,0.23958297101421874,2.28794987389276,3.002889764672608,2.991160446436555,4.285841515968596,1.2629330940315089,0.8287561370474897,2.86159920324283,2.6636441203734407,3.134341989607376,4.434803852156326,3.531883350282113,4.641703698335396,11.028825866791077,1.2629330940315089,1.2629330940315089,0.2965959752351498,8.227144649932265,3.5673623841944186,3.221360346086893,2.525350822796737,0.3180767824066586,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.3656500283747661,1.2629330940315089
3,fi_ood-ud-test_Case=Ade,0.46907222531024484,0.6704039694216447,0.7083984463963184,1.8001118928617466,2.5479437086406818,2.5217782789371332,3.8513038124389913,1.7886065521032837,0.532577268449312,2.420802482250321,2.358244712203601,2.6432857673471717,3.9172744280322966,3.0363750164870087,4.18735259487351,10.530932091750541,1.7886065521032837,1.7886065521032837,0.41043942733172145,7.726219034608023,3.0756824787986843,2.730438578264478,2.057078160883369,0.5200630637854382,1.7886065521032837,1.7886065521032837,1.7886065521032837,0.9259062450403654,1.7886065521032837
4,et_ewt-ud-train_Case=Ade,0.559979418009798,0.7855668081775056,0.8239169453556714,1.7219735936891487,2.47239937892292,2.443212781290248,3.7770688659703513,1.897422799077966,0.5514781303049318,2.349749373756968,2.322428769287938,2.5578704038364233,3.8195254428458694,2.9472794860853955,4.110231235504208,10.441221850158442,1.897422799077966,1.897422799077966,0.5254866795244605,7.63291764028826,2.987730380992037,2.644101705756612,1.9793794745738578,0.6231965185218545,1.897422799077966,1.897422799077966,1.897422799077966,0.8681276811243062,1.897422799077966
5,et_ewt-ud-test_Case=Ade,0.5451651168145006,0.7651140104819755,0.8033210451376617,1.7532551710527065,2.4919982323669743,2.465679603577477,3.7931355569075325,1.8771070193697335,0.5741543443593522,2.36728181389744,2.3307985050746103,2.5860655236454217,3.848891358198674,2.9764230879582225,4.130129056564106,10.465667557725775,1.8771070193697335,1.8771070193697335,0.5143558594948552,7.663918839228945,3.015169026902093,2.6707243727871837,2.0050635028409736,0.6244781516936032,1.8771070193697335,1.8771070193697335,1.8771070193697335,0.8912285553799886,1.8771070193697335
6,et_ewt-ud-dev_Case=Ade,0.8269290951436294,1.0686035655222723,1.1074071596680015,1.5639578297718135,2.301834141114932,2.2610485708979557,3.6021250372454614,2.166296264635297,0.7052479376539358,2.1868751312103236,2.2419127635807268,2.3747329600201743,3.6133572137693593,2.7571393298037403,3.928505023442419,10.221521715128306,2.166296264635297,2.166296264635297,0.805998119169154,7.427216610337948,2.7899304410927717,2.450660230941675,1.8162471381356902,0.9130061592966284,2.166296264635297,2.166296264635297,2.166296264635297,0.7435317788587381,2.166296264635297
7,olo_kkpp-ud-test_Case=Ade,0.6522786609444967,0.9131869655112725,0.9502972271582183,1.6581805536417906,2.4355073330307224,2.4161733394348883,3.7286528827372223,2.0006924009208644,0.4676184001643974,2.3200655795965788,2.3062002421270154,2.5043999582344303,3.7394050365058322,2.8849649416728522,4.0600842090665905,10.389297710875733,2.0006924009208644,2.0006924009208644,0.7140134053511065,7.555719322805497,2.942977606190796,2.604708088851537,1.9455920198910763,0.7296127297917459,2.0006924009208644,2.0006924009208644,2.0006924009208644,1.0319279753259853,2.0006924009208644
8,vep_vwt-ud-test_Case=Ade,0.4046603514059661,0.56322484162386,0.5975505557412415,1.9220294961489501,2.665335552128883,2.640913055878115,3.9612313952439924,1.6593171286204857,0.5366816662457865,2.536648050742029,2.4399453545793466,2.7600758371347047,4.030196671019987,3.147358680968324,4.312152090010615,10.6680207473864,1.6593171286204857,1.6593171286204857,0.3637980449190592,7.844048120013729,3.191776623845868,2.848138794357045,2.167369097025247,0.3654863156310784,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.064581294844754,1.6593171286204857
9,fi_tdt-ud-train_Case=Ade,0.7526623512625004,1.0152621094848895,1.055449735619731,1.5162997920678032,2.297317917674,2.260527848619662,3.6053378762138246,2.1333499449356674,0.6016293799587499,2.1798049533423485,2.223219813521184,2.3396976789507393,3.587178969370372,2.726677761374726,3.9170885164205975,10.227675700544154,2.1333499449356674,2.1333499449356674,0.7469202694281042,7.404697452218997,2.792795718115545,2.4482034594308173,1.7980350265934766,0.8400468277009845,2.1333499449356674,2.1333499449356674,2.1333499449356674,0.81534877553148,2.1333499449356674
