,Treebank,hu_szeged-ud-dev_Case=Del,hu_szeged-ud-test_Case=Del,hu_szeged-ud-train_Case=Del
0,fi_ood-ud-test_Case=Par,9.719192843451331,9.875672797349635,9.731793686799636
1,sah_yktdt-ud-test_Case=Par,5.357837227192183,5.477308405814005,5.367977036941924
2,sms_giellagas-ud-test_Case=Par,1.259531560972737,1.08869426309121,1.2452843148017878
3,et_ewt-ud-train_Case=Par,48.07374660277099,48.21799314353022,48.085855914995676
4,et_ewt-ud-test_Case=Par,42.99893983166929,43.14071234383535,43.010899402413116
5,et_ewt-ud-dev_Case=Par,30.568516443080192,30.710832863966548,30.580538650190626
6,olo_kkpp-ud-test_Case=Par,138.60606759918068,138.76227103897565,138.61846381634183
7,olo_kkpp-ud-train_Case=Par,1.259531560972737,1.08869426309121,1.2452843148017878
8,vep_vwt-ud-test_Case=Par,1.259531560972737,1.08869426309121,1.2452843148017878
9,fi_tdt-ud-train_Case=Par,17.563857495472156,17.71692890744896,17.57649327450933
10,fi_tdt-ud-test_Case=Par,17.52069372604793,17.675562926359802,17.533376733857
11,fi_tdt-ud-dev_Case=Par,15.95057227958305,16.104400971953698,15.963302192320711
12,ru_taiga-ud-train_Case=Par,45.53054869203237,45.68048811395214,45.54296701067907
13,ru_taiga-ud-dev_Case=Par,1.259531560972737,1.08869426309121,1.2452843148017878
14,ru_taiga-ud-test_Case=Par,1.259531560972737,1.08869426309121,1.2452843148017878
15,fi_pud-ud-test_Case=Par,20.688025049010815,20.8394021039812,20.700642581925415
16,et_edt-ud-dev_Case=Par,90.47636124729618,90.62380092953315,90.48857933379763
17,et_edt-ud-train_Case=Par,79.1678452890287,79.31445811264193,79.17997451796899
18,et_edt-ud-test_Case=Par,80.69444693374042,80.84042571974018,80.70652345194101
19,ru_syntagrus-ud-train_Case=Par,83.17753955497695,83.32251662628546,83.18959710419341
20,ru_syntagrus-ud-dev_Case=Par,1.259531560972737,1.08869426309121,1.2452843148017878
21,ru_syntagrus-ud-test_Case=Par,1.259531560972737,1.08869426309121,1.2452843148017878
22,ru_poetry-ud-dev_Case=Par,1.259531560972737,1.08869426309121,1.2452843148017878
23,ru_poetry-ud-train_Case=Par,11.273261274054036,11.41368528216136,11.285224347803057
24,krl_kkpp-ud-test_Case=Par,34.09961804210253,34.254087762101214,34.11203570498647
25,eu_bdt-ud-train_Case=Par,27.95832643373542,28.106959137153527,27.970725713030404
26,eu_bdt-ud-test_Case=Par,16.572627290464297,16.722467143708215,16.585122507242655
27,eu_bdt-ud-dev_Case=Par,10.143219784172864,10.292557237559018,10.155672424812762
28,fi_ftb-ud-dev_Case=Par,8.264572037951915,8.41123069347774,8.276885038722556
29,fi_ftb-ud-train_Case=Par,10.171446233884627,10.320257956370536,10.183821078002895
30,fi_ftb-ud-test_Case=Par,10.446181165010719,10.593288385472396,10.45843130197987
31,ru_gsd-ud-dev_Case=Par,1.259531560972737,1.08869426309121,1.2452843148017878
32,ru_gsd-ud-train_Case=Par,1.259531560972737,1.08869426309121,1.2452843148017878
